relationship_name	orphanet_id	dise_name	dise_type	drugbank_id	drug_name
off-label use	758	Pseudoxanthoma elasticum	rare_genetic	DB00459	Acitretin
off-label use	2841	Familial benign chronic pemphigus	rare_genetic	DB00459	Acitretin
off-label use	324561	Hypopigmentation-punctate palmoplantar keratoderma syndrome	rare_genetic	DB00459	Acitretin
off-label use	369992	Severe dermatitis-multiple allergies-metabolic wasting syndrome	rare_genetic	DB00459	Acitretin
off-label use	370002	Focal palmoplantar keratoderma with joint keratoses	rare_genetic	DB00459	Acitretin
off-label use	369999	Diffuse palmoplantar keratoderma with painful fissures	rare_genetic	DB00459	Acitretin
off-label use	363523	Hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome	rare_genetic	DB00459	Acitretin
off-label use	357074	Autosomal recessive cutis laxa type 2, classic type	rare_genetic	DB00459	Acitretin
off-label use	357064	Autosomal recessive cutis laxa type 2B	rare_genetic	DB00459	Acitretin
off-label use	352662	Corneal intraepithelial dyskeratosis-palmoplantar hyperkeratosis-laryngeal dyskeratosis syndrome	rare_genetic	DB00459	Acitretin
off-label use	293165	Skin fragility-woolly hair-palmoplantar keratoderma syndrome	rare_genetic	DB00459	Acitretin
off-label use	289465	Isolated congenital adermatoglyphia	rare_genetic	DB00459	Acitretin
off-label use	281201	Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome	rare_genetic	DB00459	Acitretin
off-label use	317	Erythrokeratodermia variabilis	rare_genetic	DB00459	Acitretin
off-label use	402003	Autosomal dominant focal non-epidermolytic palmoplantar keratoderma with plantar blistering	rare_genetic	DB00459	Acitretin
off-label use	398189	Focal facial dermal dysplasia type IV	rare_genetic	DB00459	Acitretin
off-label use	436252	Combined immunodeficiency-enteropathy spectrum	rare_genetic	DB00459	Acitretin
off-label use	436274	Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa	rare_genetic	DB00459	Acitretin
off-label use	444138	Peeling skin-leukonuchia-acral punctate keratoses-cheilitis-knuckle pads syndrome	rare_genetic	DB00459	Acitretin
off-label use	420686	Woolly hair-palmoplantar keratoderma syndrome	rare_genetic	DB00459	Acitretin
off-label use	423454	Nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome	rare_genetic	DB00459	Acitretin
off-label use	735	Porokeratosis of Mibelli	rare_genetic	DB00459	Acitretin
off-label use	659	Mutilating palmoplantar keratoderma with periorificial keratotic plaques	rare_genetic	DB00459	Acitretin
off-label use	316	Progressive symmetric erythrokeratodermia	rare_genetic	DB00459	Acitretin
off-label use	66631	CEDNIK syndrome	rare_genetic	DB00459	Acitretin
off-label use	79152	Disseminated superficial actinic porokeratosis	rare_genetic	DB00459	Acitretin
off-label use	79151	Acrokeratosis verruciformis of Hopf	rare_genetic	DB00459	Acitretin
off-label use	50944	Schöpf-Schulz-Passarge syndrome	rare_genetic	DB00459	Acitretin
off-label use	50942	Keratosis palmoplantaris striata	rare_genetic	DB00459	Acitretin
off-label use	90348	Autosomal dominant cutis laxa	rare_genetic	DB00459	Acitretin
off-label use	90349	Autosomal recessive cutis laxa type 1	rare_genetic	DB00459	Acitretin
off-label use	87503	Mal de Meleda	rare_genetic	DB00459	Acitretin
off-label use	79395	Keratoderma hereditarium mutilans with ichthyosis	rare_genetic	DB00459	Acitretin
off-label use	79501	Punctate palmoplantar keratoderma type 1	rare_genetic	DB00459	Acitretin
off-label use	313	Lamellar ichthyosis	rare_genetic	DB00459	Acitretin
off-label use	281122	Self-healing collodion baby	rare_genetic	DB00459	Acitretin
off-label use	281127	Acral self-healing collodion baby	rare_genetic	DB00459	Acitretin
off-label use	79394	Congenital non-bullous ichthyosiform erythroderma	rare_genetic	DB00459	Acitretin
off-label use	100976	Bathing suit ichthyosis	rare_genetic	DB00459	Acitretin
off-label use	312	Epidermolytic ichthyosis	rare_genetic	DB00459	Acitretin
off-label use	281139	Annular epidermolytic ichthyosis	rare_genetic	DB00459	Acitretin
indication	158793	Lymphoadenopathic mastocytosis with eosinophilia	not_genetic	DB00501	Cimetidine
indication	158778	Isolated bone marrow mastocytosis	not_genetic	DB00501	Cimetidine
indication	158775	Smouldering systemic mastocytosis	not_genetic	DB00501	Cimetidine
indication	98849	Systemic mastocytosis with an associated clonal hematologic non-mast cell lineage disease	not_genetic	DB00501	Cimetidine
off-label use	586	Cystic fibrosis	rare_genetic	DB00501	Cimetidine
indication	158793	Lymphoadenopathic mastocytosis with eosinophilia	not_genetic	DB01129	Rabeprazole
indication	158778	Isolated bone marrow mastocytosis	not_genetic	DB01129	Rabeprazole
indication	158775	Smouldering systemic mastocytosis	not_genetic	DB01129	Rabeprazole
indication	98849	Systemic mastocytosis with an associated clonal hematologic non-mast cell lineage disease	not_genetic	DB01129	Rabeprazole
off-label use	2334	Autosomal dominant keratitis	rare_genetic	DB00199	Erythromycin
off-label use	158793	Lymphoadenopathic mastocytosis with eosinophilia	not_genetic	DB00585	Nizatidine
off-label use	158778	Isolated bone marrow mastocytosis	not_genetic	DB00585	Nizatidine
off-label use	158775	Smouldering systemic mastocytosis	not_genetic	DB00585	Nizatidine
off-label use	98849	Systemic mastocytosis with an associated clonal hematologic non-mast cell lineage disease	not_genetic	DB00585	Nizatidine
indication	275786	Drug- or toxin-induced pulmonary arterial hypertension	not_genetic	DB06268	Sitaxentan
indication	275798	Pulmonary arterial hypertension associated with connective tissue disease	not_genetic	DB06268	Sitaxentan
indication	275786	Drug- or toxin-induced pulmonary arterial hypertension	not_genetic	DB08932	MACITENTAN
indication	275798	Pulmonary arterial hypertension associated with connective tissue disease	not_genetic	DB08932	MACITENTAN
indication	275786	Drug- or toxin-induced pulmonary arterial hypertension	not_genetic	DB01240	Epoprostenol
indication	275798	Pulmonary arterial hypertension associated with connective tissue disease	not_genetic	DB01240	Epoprostenol
indication	275786	Drug- or toxin-induced pulmonary arterial hypertension	not_genetic	DB00203	Sildenafil
indication	275798	Pulmonary arterial hypertension associated with connective tissue disease	not_genetic	DB00203	Sildenafil
indication	275786	Drug- or toxin-induced pulmonary arterial hypertension	not_genetic	DB01088	Iloprost
indication	275798	Pulmonary arterial hypertension associated with connective tissue disease	not_genetic	DB01088	Iloprost
indication	275786	Drug- or toxin-induced pulmonary arterial hypertension	not_genetic	DB00559	Bosentan
indication	275798	Pulmonary arterial hypertension associated with connective tissue disease	not_genetic	DB00559	Bosentan
indication	275786	Drug- or toxin-induced pulmonary arterial hypertension	not_genetic	DB00374	Treprostinil
indication	275798	Pulmonary arterial hypertension associated with connective tissue disease	not_genetic	DB00374	Treprostinil
indication	729	Polycythemia vera	not_genetic	DB08877	Ruxolitinib
indication	90042	Primary familial polycythemia	rare_genetic	DB08877	Ruxolitinib
indication	168953	Myeloid neoplasm associated with FGFR1 rearrangement	not_genetic	DB08877	Ruxolitinib
indication	168950	Myeloid neoplasm associated with PDGFRB rearrangement	not_genetic	DB08877	Ruxolitinib
indication	168947	Myeloid neoplasm associated with PDGFRA rearrangement	not_genetic	DB08877	Ruxolitinib
indication	86830	Chronic myeloproliferative disease, unclassifiable	not_genetic	DB08877	Ruxolitinib
indication	86829	Chronic neutrophilic leukemia	not_genetic	DB08877	Ruxolitinib
indication	824	Primary myelofibrosis	not_genetic	DB08877	Ruxolitinib
indication	729	Polycythemia vera	not_genetic	DB00888	Mechlorethamine
indication	90042	Primary familial polycythemia	rare_genetic	DB00888	Mechlorethamine
indication	729	Polycythemia vera	not_genetic	DB00791	Uracil mustard
indication	90042	Primary familial polycythemia	rare_genetic	DB00791	Uracil mustard
off-label use	729	Polycythemia vera	not_genetic	DB01005	Hydroxyurea
off-label use	90042	Primary familial polycythemia	rare_genetic	DB01005	Hydroxyurea
indication	232	Sickle cell anemia	rare_genetic	DB01005	Hydroxyurea
indication	163596	Hb Bart's hydrops fetalis	rare_genetic	DB01005	Hydroxyurea
indication	847	Alpha-thalassemia-X-linked intellectual disability syndrome	rare_genetic	DB01005	Hydroxyurea
indication	231401	Alpha-thalassemia-myelodysplastic syndrome	rare_genetic	DB01005	Hydroxyurea
indication	93616	Hemoglobin H disease	rare_genetic	DB01005	Hydroxyurea
indication	98791	Alpha-thalassemia-intellectual disability syndrome linked to chromosome 16	rare_genetic	DB01005	Hydroxyurea
off-label use	3318	Essential thrombocythemia	not_genetic	DB01005	Hydroxyurea
off-label use	729	Polycythemia vera	not_genetic	DB01168	Procarbazine
off-label use	90042	Primary familial polycythemia	rare_genetic	DB01168	Procarbazine
off-label use	251630	Anaplastic oligodendroglioma	not_genetic	DB01168	Procarbazine
off-label use	251656	Oligoastrocytoma	not_genetic	DB01168	Procarbazine
off-label use	251663	Anaplastic oligoastrocytoma	not_genetic	DB01168	Procarbazine
off-label use	251671	Angiocentric glioma	not_genetic	DB01168	Procarbazine
off-label use	251579	Giant cell glioblastoma	not_genetic	DB01168	Procarbazine
off-label use	251589	Anaplastic astrocytoma	not_genetic	DB01168	Procarbazine
off-label use	251598	Protoplasmic astrocytoma	not_genetic	DB01168	Procarbazine
off-label use	251604	Gemistocytic astrocytoma	not_genetic	DB01168	Procarbazine
off-label use	251601	Fibrillary astrocytoma	not_genetic	DB01168	Procarbazine
off-label use	251612	Pilocytic astrocytoma	not_genetic	DB01168	Procarbazine
off-label use	251627	Oligodendroglioma	not_genetic	DB01168	Procarbazine
off-label use	370348	Peripheral primitive neuroectodermal tumor	not_genetic	DB01168	Procarbazine
off-label use	729	Polycythemia vera	not_genetic	DB01033	Mercaptopurine
off-label use	90042	Primary familial polycythemia	rare_genetic	DB01033	Mercaptopurine
off-label use	251630	Anaplastic oligodendroglioma	not_genetic	DB00762	Irinotecan
off-label use	251656	Oligoastrocytoma	not_genetic	DB00762	Irinotecan
off-label use	251663	Anaplastic oligoastrocytoma	not_genetic	DB00762	Irinotecan
off-label use	251671	Angiocentric glioma	not_genetic	DB00762	Irinotecan
off-label use	251579	Giant cell glioblastoma	not_genetic	DB00762	Irinotecan
off-label use	251589	Anaplastic astrocytoma	not_genetic	DB00762	Irinotecan
off-label use	251598	Protoplasmic astrocytoma	not_genetic	DB00762	Irinotecan
off-label use	251604	Gemistocytic astrocytoma	not_genetic	DB00762	Irinotecan
off-label use	251601	Fibrillary astrocytoma	not_genetic	DB00762	Irinotecan
off-label use	251612	Pilocytic astrocytoma	not_genetic	DB00762	Irinotecan
off-label use	251627	Oligodendroglioma	not_genetic	DB00762	Irinotecan
off-label use	370348	Peripheral primitive neuroectodermal tumor	not_genetic	DB00762	Irinotecan
indication	26106	Hereditary diffuse gastric cancer	rare_genetic	DB01101	Capecitabine
indication	226316	Genetic transient congenital hypothyroidism	rare_genetic	DB00451	Levothyroxine
indication	146	Differentiated thyroid carcinoma	not_genetic	DB00451	Levothyroxine
indication	319487	Familial papillary or follicular thyroid carcinoma	rare_genetic	DB00451	Levothyroxine
indication	99361	Familial medullary thyroid carcinoma	rare_genetic	DB00451	Levothyroxine
indication	171706	Short stature-delayed bone age due to thyroid hormone metabolism deficiency	rare_genetic	DB00451	Levothyroxine
indication	1226	Bamforth-Lazarus syndrome	rare_genetic	DB00451	Levothyroxine
indication	209905	Brain-lung-thyroid syndrome	rare_genetic	DB00451	Levothyroxine
indication	226307	Hypothyroidism due to deficient transcription factors involved in pituitary development or function	rare_genetic	DB00451	Levothyroxine
indication	238670	Isolated thyrotropin-releasing hormone deficiency	rare_genetic	DB00451	Levothyroxine
indication	329235	X-linked central congenital hypothyroidism with late-onset testicular enlargement	rare_genetic	DB00451	Levothyroxine
indication	90673	Hypothyroidism due to TSH receptor mutations	rare_genetic	DB00451	Levothyroxine
indication	90674	Isolated thyroid-stimulating hormone deficiency	rare_genetic	DB00451	Levothyroxine
indication	97927	Peripheral resistance to thyroid hormones	rare_genetic	DB00451	Levothyroxine
indication	95716	Familial thyroid dyshormonogenesis	rare_genetic	DB00451	Levothyroxine
indication	95713	Athyreosis	rare_genetic	DB00451	Levothyroxine
indication	95712	Thyroid ectopia	rare_genetic	DB00451	Levothyroxine
indication	95720	Thyroid hypoplasia	rare_genetic	DB00451	Levothyroxine
indication	99832	Resistance to thyrotropin-releasing hormone syndrome	rare_genetic	DB00451	Levothyroxine
off-label use	269	Facioscapulohumeral dystrophy	rare_genetic	DB01219	Dantrolene
off-label use	610	Bethlem myopathy	rare_genetic	DB01219	Dantrolene
off-label use	178461	X-linked myopathy with postural muscle atrophy	rare_genetic	DB01219	Dantrolene
off-label use	178464	Hereditary proximal myopathy with early respiratory failure	rare_genetic	DB01219	Dantrolene
off-label use	178400	Distal myopathy with anterior tibial onset	rare_genetic	DB01219	Dantrolene
off-label use	62	Autosomal recessive limb-girdle muscular dystrophy type 2D	rare_genetic	DB01219	Dantrolene
off-label use	270	Oculopharyngeal muscular dystrophy	rare_genetic	DB01219	Dantrolene
off-label use	267	Autosomal recessive limb-girdle muscular dystrophy type 2A	rare_genetic	DB01219	Dantrolene
off-label use	1878	Autosomal recessive limb-girdle muscular dystrophy type 2H	rare_genetic	DB01219	Dantrolene
off-label use	140922	Autosomal recessive limb-girdle muscular dystrophy type 2J	rare_genetic	DB01219	Dantrolene
off-label use	254361	Autosomal recessive limb-girdle muscular dystrophy type 2Q	rare_genetic	DB01219	Dantrolene
off-label use	280333	Autosomal recessive limb-girdle muscular dystrophy type 2P	rare_genetic	DB01219	Dantrolene
off-label use	206546	Symptomatic form of muscular dystrophy of Duchenne and Becker in female carriers	rare_genetic	DB01219	Dantrolene
off-label use	206554	Autosomal recessive limb-girdle muscular dystrophy type 2M	rare_genetic	DB01219	Dantrolene
off-label use	206549	Autosomal recessive limb-girdle muscular dystrophy type 2L	rare_genetic	DB01219	Dantrolene
off-label use	206564	Autosomal recessive limb-girdle muscular dystrophy type 2O	rare_genetic	DB01219	Dantrolene
off-label use	206559	Autosomal recessive limb-girdle muscular dystrophy type 2N	rare_genetic	DB01219	Dantrolene
off-label use	329478	Adult-onset distal myopathy due to VCP mutation	rare_genetic	DB01219	Dantrolene
off-label use	369840	Autosomal recessive limb-girdle muscular dystrophy type 2S	rare_genetic	DB01219	Dantrolene
off-label use	369847	Intellectual disability-hyperkinetic movement-truncal ataxia syndrome	rare_genetic	DB01219	Dantrolene
off-label use	363543	Autosomal recessive limb-girdle muscular dystrophy type 2R	rare_genetic	DB01219	Dantrolene
off-label use	352479	Autosomal recessive limb-girdle muscular dystrophy type 2U	rare_genetic	DB01219	Dantrolene
off-label use	447977	Progressive scapulohumeroperoneal distal myopathy	rare_genetic	DB01219	Dantrolene
off-label use	399058	Alpha-B crystallin-related late-onset distal myopathy	rare_genetic	DB01219	Dantrolene
off-label use	399081	KLHL9-related early-onset distal myopathy	rare_genetic	DB01219	Dantrolene
off-label use	399103	Nebulin-related early-onset distal myopathy	rare_genetic	DB01219	Dantrolene
off-label use	399096	Distal anoctaminopathy	rare_genetic	DB01219	Dantrolene
off-label use	437572	MYH7-related late-onset scapuloperoneal muscular dystrophy	rare_genetic	DB01219	Dantrolene
off-label use	445110	Limb-girdle muscular dystrophy due to POMK deficiency	rare_genetic	DB01219	Dantrolene
off-label use	424261	Autosomal recessive limb-girdle muscular dystrophy type 2Y	rare_genetic	DB01219	Dantrolene
off-label use	431272	X-linked scapuloperoneal muscular dystrophy	rare_genetic	DB01219	Dantrolene
off-label use	266	Autosomal dominant limb-girdle muscular dystrophy type 1A	rare_genetic	DB01219	Dantrolene
off-label use	264	Autosomal dominant limb-girdle muscular dystrophy type 1B	rare_genetic	DB01219	Dantrolene
off-label use	353	Autosomal recessive limb-girdle muscular dystrophy type 2C	rare_genetic	DB01219	Dantrolene
off-label use	219	Autosomal recessive limb-girdle muscular dystrophy type 2F	rare_genetic	DB01219	Dantrolene
off-label use	119	Autosomal recessive limb-girdle muscular dystrophy type 2E	rare_genetic	DB01219	Dantrolene
off-label use	603	Distal myopathy, Welander type	rare_genetic	DB01219	Dantrolene
off-label use	272	Congenital muscular dystrophy, Fukuyama type	rare_genetic	DB01219	Dantrolene
off-label use	265	Autosomal dominant limb-girdle muscular dystrophy type 1C	rare_genetic	DB01219	Dantrolene
off-label use	268	Autosomal recessive limb-girdle muscular dystrophy type 2B	rare_genetic	DB01219	Dantrolene
off-label use	600	Distal myopathy with vocal cord weakness	rare_genetic	DB01219	Dantrolene
off-label use	609	Tibial muscular dystrophy	rare_genetic	DB01219	Dantrolene
off-label use	63273	Distal myopathy with posterior leg and anterior hand involvement	rare_genetic	DB01219	Dantrolene
off-label use	59135	Laing early-onset distal myopathy	rare_genetic	DB01219	Dantrolene
off-label use	55595	Autosomal dominant limb-girdle muscular dystrophy type 1F	rare_genetic	DB01219	Dantrolene
off-label use	55596	Autosomal dominant limb-girdle muscular dystrophy type 1G	rare_genetic	DB01219	Dantrolene
off-label use	34514	Autosomal recessive limb-girdle muscular dystrophy type 2G	rare_genetic	DB01219	Dantrolene
off-label use	34515	Autosomal recessive limb-girdle muscular dystrophy type 2I	rare_genetic	DB01219	Dantrolene
off-label use	34516	Autosomal dominant limb-girdle muscular dystrophy type 1D	rare_genetic	DB01219	Dantrolene
off-label use	34517	Autosomal dominant limb-girdle muscular dystrophy type 1E	rare_genetic	DB01219	Dantrolene
off-label use	45448	Miyoshi myopathy	rare_genetic	DB01219	Dantrolene
off-label use	86812	Autosomal recessive limb-girdle muscular dystrophy type 2K	rare_genetic	DB01219	Dantrolene
off-label use	98853	Autosomal dominant Emery-Dreifuss muscular dystrophy	rare_genetic	DB01219	Dantrolene
off-label use	98863	X-linked Emery-Dreifuss muscular dystrophy	rare_genetic	DB01219	Dantrolene
off-label use	98855	Autosomal recessive Emery-Dreifuss muscular dystrophy	rare_genetic	DB01219	Dantrolene
off-label use	98895	Becker muscular dystrophy	rare_genetic	DB01219	Dantrolene
off-label use	98896	Duchenne muscular dystrophy	rare_genetic	DB01219	Dantrolene
off-label use	169615	Idiopathic central precocious puberty	rare_genetic	DB01406	Danazol
off-label use	178345	Aromatase excess syndrome	rare_genetic	DB01406	Danazol
off-label use	199247	Corticosteroid-binding globulin deficiency	rare_genetic	DB01406	Danazol
off-label use	3000	Familial male-limited precocious puberty	rare_genetic	DB01406	Danazol
indication	213711	Endometrial stromal sarcoma	not_genetic	DB00396	Progesterone
off-label use	169615	Idiopathic central precocious puberty	rare_genetic	DB00396	Progesterone
off-label use	178345	Aromatase excess syndrome	rare_genetic	DB00396	Progesterone
off-label use	199247	Corticosteroid-binding globulin deficiency	rare_genetic	DB00396	Progesterone
off-label use	3000	Familial male-limited precocious puberty	rare_genetic	DB00396	Progesterone
indication	213711	Endometrial stromal sarcoma	not_genetic	DB00603	Medroxyprogesterone Acetate
off-label use	169615	Idiopathic central precocious puberty	rare_genetic	DB00603	Medroxyprogesterone Acetate
off-label use	178345	Aromatase excess syndrome	rare_genetic	DB00603	Medroxyprogesterone Acetate
off-label use	199247	Corticosteroid-binding globulin deficiency	rare_genetic	DB00603	Medroxyprogesterone Acetate
off-label use	3000	Familial male-limited precocious puberty	rare_genetic	DB00603	Medroxyprogesterone Acetate
indication	169615	Idiopathic central precocious puberty	rare_genetic	DB00666	Nafarelin
indication	178345	Aromatase excess syndrome	rare_genetic	DB00666	Nafarelin
indication	199247	Corticosteroid-binding globulin deficiency	rare_genetic	DB00666	Nafarelin
indication	3000	Familial male-limited precocious puberty	rare_genetic	DB00666	Nafarelin
indication	169464	Primary CD59 deficiency	rare_genetic	DB06196	Icatibant
indication	169467	Recurrent Neisseria infections due to factor D deficiency	rare_genetic	DB06196	Icatibant
indication	169095	Alymphoid cystic thymic dysgenesis	rare_genetic	DB06196	Icatibant
indication	169150	Immunodeficiency due to a late component of complement deficiency	rare_genetic	DB06196	Icatibant
indication	169147	Immunodeficiency due to a classical component pathway complement deficiency	rare_genetic	DB06196	Icatibant
indication	200418	Immunodeficiency with factor I anomaly	rare_genetic	DB06196	Icatibant
indication	200421	Immunodeficiency with factor H anomaly	rare_genetic	DB06196	Icatibant
indication	280133	Complement component 3 deficiency	rare_genetic	DB06196	Icatibant
indication	220465	Laron syndrome with immunodeficiency	rare_genetic	DB06196	Icatibant
indication	221046	Poikiloderma with neutropenia	rare_genetic	DB06196	Icatibant
indication	2966	Properdin deficiency	rare_genetic	DB06196	Icatibant
indication	331187	Immunodeficiency due to MASP-2 deficiency	rare_genetic	DB06196	Icatibant
indication	331190	Immunodeficiency due to ficolin3 deficiency	rare_genetic	DB06196	Icatibant
indication	459353	C1 inhibitor deficiency	rare_genetic	DB06196	Icatibant
indication	420741	RIDDLE syndrome	rare_genetic	DB06196	Icatibant
indication	90023	Primary immunodeficiency syndrome due to p14 deficiency	rare_genetic	DB06196	Icatibant
indication	98813	Hypohidrotic ectodermal dysplasia with immunodeficiency	rare_genetic	DB06196	Icatibant
indication	100054	Hereditary angioedema type 3	rare_genetic	DB06196	Icatibant
indication	100051	Hereditary angioedema type 2	rare_genetic	DB06196	Icatibant
indication	100050	Hereditary angioedema type 1	rare_genetic	DB06196	Icatibant
indication	169464	Primary CD59 deficiency	rare_genetic	DB06718	Stanozolol
indication	169467	Recurrent Neisseria infections due to factor D deficiency	rare_genetic	DB06718	Stanozolol
indication	169095	Alymphoid cystic thymic dysgenesis	rare_genetic	DB06718	Stanozolol
indication	169150	Immunodeficiency due to a late component of complement deficiency	rare_genetic	DB06718	Stanozolol
indication	169147	Immunodeficiency due to a classical component pathway complement deficiency	rare_genetic	DB06718	Stanozolol
indication	200418	Immunodeficiency with factor I anomaly	rare_genetic	DB06718	Stanozolol
indication	200421	Immunodeficiency with factor H anomaly	rare_genetic	DB06718	Stanozolol
indication	280133	Complement component 3 deficiency	rare_genetic	DB06718	Stanozolol
indication	220465	Laron syndrome with immunodeficiency	rare_genetic	DB06718	Stanozolol
indication	221046	Poikiloderma with neutropenia	rare_genetic	DB06718	Stanozolol
indication	2966	Properdin deficiency	rare_genetic	DB06718	Stanozolol
indication	331187	Immunodeficiency due to MASP-2 deficiency	rare_genetic	DB06718	Stanozolol
indication	331190	Immunodeficiency due to ficolin3 deficiency	rare_genetic	DB06718	Stanozolol
indication	459353	C1 inhibitor deficiency	rare_genetic	DB06718	Stanozolol
indication	420741	RIDDLE syndrome	rare_genetic	DB06718	Stanozolol
indication	90023	Primary immunodeficiency syndrome due to p14 deficiency	rare_genetic	DB06718	Stanozolol
indication	98813	Hypohidrotic ectodermal dysplasia with immunodeficiency	rare_genetic	DB06718	Stanozolol
indication	100054	Hereditary angioedema type 3	rare_genetic	DB06718	Stanozolol
indication	100051	Hereditary angioedema type 2	rare_genetic	DB06718	Stanozolol
indication	100050	Hereditary angioedema type 1	rare_genetic	DB06718	Stanozolol
indication	1334	Chronic mucocutaneous candidiasis	rare_genetic	DB00196	Fluconazole
indication	3453	Autoimmune polyendocrinopathy type 1	rare_genetic	DB00196	Fluconazole
indication	37042	Immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome	rare_genetic	DB00196	Fluconazole
indication	227510	Multiple system atrophy, cerebellar type	not_genetic	DB00211	Midodrine
indication	443236	Orthostatic intolerance due to NET deficiency	rare_genetic	DB00211	Midodrine
off-label use	227510	Multiple system atrophy, cerebellar type	not_genetic	DB00687	Fludrocortisone
off-label use	443236	Orthostatic intolerance due to NET deficiency	rare_genetic	DB00687	Fludrocortisone
indication	361	Familial glucocorticoid deficiency	rare_genetic	DB00687	Fludrocortisone
indication	289548	Inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency	rare_genetic	DB00687	Fludrocortisone
indication	95702	Cytomegalic congenital adrenal hypoplasia	rare_genetic	DB00687	Fludrocortisone
indication	44890	Gastrointestinal stromal tumor	rare_genetic	DB00322	Floxuridine
indication	2334	Autosomal dominant keratitis	rare_genetic	DB00595	Oxytetracycline
off-label use	171	Primary sclerosing cholangitis	not_genetic	DB00595	Oxytetracycline
indication	2334	Autosomal dominant keratitis	rare_genetic	DB02703	Fusidic Acid
indication	171	Primary sclerosing cholangitis	not_genetic	DB02703	Fusidic Acid
indication	2334	Autosomal dominant keratitis	rare_genetic	DB00626	Bacitracin
off-label use	2334	Autosomal dominant keratitis	rare_genetic	DB00446	Chloramphenicol
indication	2334	Autosomal dominant keratitis	rare_genetic	DB00798	Gentamicin
indication	171	Primary sclerosing cholangitis	not_genetic	DB00798	Gentamicin
indication	2334	Autosomal dominant keratitis	rare_genetic	DB00759	Tetracycline
off-label use	171	Primary sclerosing cholangitis	not_genetic	DB00759	Tetracycline
indication	2334	Autosomal dominant keratitis	rare_genetic	DB00781	Polymyxin B Sulfate
indication	2334	Autosomal dominant keratitis	rare_genetic	DB00994	Neomycin
off-label use	2334	Autosomal dominant keratitis	rare_genetic	DB00722	Lisinopril
off-label use	314376	Intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency	rare_genetic	DB06151	Acetylcysteine
indication	586	Cystic fibrosis	rare_genetic	DB06151	Acetylcysteine
off-label use	314376	Intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency	rare_genetic	DB00151	L-Cysteine
indication	586	Cystic fibrosis	rare_genetic	DB00151	L-Cysteine
indication	231226	Dominant beta-thalassemia	rare_genetic	DB08826	Deferiprone
indication	231222	Beta-thalassemia intermedia	rare_genetic	DB08826	Deferiprone
indication	231214	Beta-thalassemia major	rare_genetic	DB08826	Deferiprone
indication	231226	Dominant beta-thalassemia	rare_genetic	DB01609	Deferasirox
indication	231222	Beta-thalassemia intermedia	rare_genetic	DB01609	Deferasirox
indication	231214	Beta-thalassemia major	rare_genetic	DB01609	Deferasirox
indication	1331	Familial prostate cancer	rare_genetic	DB08913	Radium Ra 223 Dichloride
indication	1331	Familial prostate cancer	rare_genetic	DB05812	Abiraterone
indication	1331	Familial prostate cancer	rare_genetic	DB01248	Docetaxel
indication	26106	Hereditary diffuse gastric cancer	rare_genetic	DB01248	Docetaxel
off-label use	319	Ewing sarcoma	not_genetic	DB00773	Etoposide
off-label use	668	Osteosarcoma	not_genetic	DB00773	Etoposide
off-label use	251630	Anaplastic oligodendroglioma	not_genetic	DB00773	Etoposide
off-label use	251656	Oligoastrocytoma	not_genetic	DB00773	Etoposide
off-label use	251663	Anaplastic oligoastrocytoma	not_genetic	DB00773	Etoposide
off-label use	251671	Angiocentric glioma	not_genetic	DB00773	Etoposide
off-label use	251579	Giant cell glioblastoma	not_genetic	DB00773	Etoposide
off-label use	251589	Anaplastic astrocytoma	not_genetic	DB00773	Etoposide
off-label use	251598	Protoplasmic astrocytoma	not_genetic	DB00773	Etoposide
off-label use	251604	Gemistocytic astrocytoma	not_genetic	DB00773	Etoposide
off-label use	251601	Fibrillary astrocytoma	not_genetic	DB00773	Etoposide
off-label use	251612	Pilocytic astrocytoma	not_genetic	DB00773	Etoposide
off-label use	251627	Oligodendroglioma	not_genetic	DB00773	Etoposide
off-label use	276627	Sporadic secreting paraganglioma	not_genetic	DB00773	Etoposide
off-label use	370348	Peripheral primitive neuroectodermal tumor	not_genetic	DB00773	Etoposide
off-label use	29072	Hereditary pheochromocytoma-paraganglioma	rare_genetic	DB00773	Etoposide
off-label use	319	Ewing sarcoma	not_genetic	DB01181	Ifosfamide
off-label use	668	Osteosarcoma	not_genetic	DB01181	Ifosfamide
off-label use	319	Ewing sarcoma	not_genetic	DB00445	Epirubicin
off-label use	668	Osteosarcoma	not_genetic	DB00445	Epirubicin
off-label use	26106	Hereditary diffuse gastric cancer	rare_genetic	DB00445	Epirubicin
indication	319	Ewing sarcoma	not_genetic	DB00563	Methotrexate
indication	668	Osteosarcoma	not_genetic	DB00563	Methotrexate
off-label use	93552	Pediatric systemic lupus erythematosus	not_genetic	DB00563	Methotrexate
indication	98976	Congenital glaucoma	rare_genetic	DB08808	Bupranolol
indication	98978	Axenfeld anomaly	rare_genetic	DB08808	Bupranolol
indication	98976	Congenital glaucoma	rare_genetic	DB01057	Echothiophate
