:ID,identifier:string,name:string,:LABEL
DB00752,DB00752,"Tranylcypromine",Compound
102724642,102724642,"LOC102724642",Gene
DOID:10153,DOID:10153,"ileum cancer",Disease
646851,646851,"FAM227A",Gene
7597,7597,"ZBTB25",Gene
GO:0004912,GO:0004912,"interleukin-3 receptor activity",Molecular Function
GO:0002542,GO:0002542,"Factor XII activation",Biological Process
GO:2000819,GO:2000819,"regulation of nucleotide-excision repair",Biological Process
7110,7110,"TMF1",Gene
24144,24144,"TFIP11",Gene
23556,23556,"PIGN",Gene
57732,57732,"ZFYVE28",Gene
GO:0090206,GO:0090206,"negative regulation of cholesterol metabolic process",Biological Process
84645,84645,"C22orf23",Gene
C0031154,C0031154,"Peritonitis",Side Effect
503618,503618,"DEFB104B",Gene
GO:0004735,GO:0004735,"pyrroline-5-carboxylate reductase activity",Molecular Function
GO:0039703,GO:0039703,"RNA replication",Biological Process
29952,29952,"DPP7",Gene
C0151565,C0151565,"Hemorrhagic colitis",Side Effect
C0235560,C0235560,"Respiratory tract haemorrhage",Side Effect
GO:0005333,GO:0005333,"norepinephrine transmembrane transporter activity",Molecular Function
PC7_10508,PC7_10508,"alpha-linolenic (omega3) and linoleic (omega6) acid metabolism",Pathway
105375817,105375817,"LOC105375817",Gene
GO:0045125,GO:0045125,"bioactive lipid receptor activity",Molecular Function
64145,64145,"RBSN",Gene
377007,377007,"KLHL30",Gene
C0233976,C0233976,"Clitoral engorgement",Side Effect
1849,1849,"DUSP7",Gene
DB00728,DB00728,"Rocuronium",Compound
GO:0005548,GO:0005548,"phospholipid transporter activity",Molecular Function
27094,27094,"KCNMB3",Gene
GO:0070391,GO:0070391,"response to lipoteichoic acid",Biological Process
WP129_r72054,WP129_r72054,"Matrix Metalloproteinases",Pathway
PC7_12075,PC7_12075,"mRNA decay by 3' to 5' exoribonuclease",Pathway
C1619702,C1619702,"Device related infection",Side Effect
GO:0006662,GO:0006662,"glycerol ether metabolic process",Biological Process
GO:0006772,GO:0006772,"thiamine metabolic process",Biological Process
26227,26227,"PHGDH",Gene
55006,55006,"TRMT61B",Gene
GO:0004522,GO:0004522,"ribonuclease A activity",Molecular Function
4597,4597,"MVD",Gene
GO:0035264,GO:0035264,"multicellular organism growth",Biological Process
100128184,100128184,"LOC100128184",Gene
6146,6146,"RPL22",Gene
23788,23788,"MTCH2",Gene
GO:0052794,GO:0052794,"exo-alpha-(2->3)-sialidase activity",Molecular Function
GO:0008519,GO:0008519,"ammonium transmembrane transporter activity",Molecular Function
GO:0021722,GO:0021722,"superior olivary nucleus maturation",Biological Process
119765,119765,"OR4B1",Gene
GO:0030242,GO:0030242,"pexophagy",Biological Process
GO:0042438,GO:0042438,"melanin biosynthetic process",Biological Process
GO:0021842,GO:0021842,"chemorepulsion involved in interneuron migration from the subpallium to the cortex",Biological Process
GO:0014806,GO:0014806,"smooth muscle hyperplasia",Biological Process
GO:0061136,GO:0061136,"regulation of proteasomal protein catabolic process",Biological Process
PC7_6057,PC7_6057,"Organelle biogenesis and maintenance",Pathway
GO:0071352,GO:0071352,"cellular response to interleukin-2",Biological Process
283554,283554,"GPR137C",Gene
PC7_4365,PC7_4365,"HIV Infection",Pathway
C0346989,C0346989,"Metastases to peritoneum",Side Effect
55958,55958,"KLHL9",Gene
81847,81847,"RNF146",Gene
PC7_4965,PC7_4965,"Ligand-gated ion channel transport",Pathway
GO:0000290,GO:0000290,"deadenylation-dependent decapping of nuclear-transcribed mRNA",Biological Process
1397,1397,"CRIP2",Gene
GO:0034310,GO:0034310,"primary alcohol catabolic process",Biological Process
57568,57568,"SIPA1L2",Gene
GO:0042134,GO:0042134,"rRNA primary transcript binding",Molecular Function
GO:0007620,GO:0007620,"copulation",Biological Process
DB00586,DB00586,"Diclofenac",Compound
GO:0010871,GO:0010871,"negative regulation of receptor biosynthetic process",Biological Process
1006,1006,"CDH8",Gene
GO:0043129,GO:0043129,"surfactant homeostasis",Biological Process
C0031212,C0031212,"Personality disorder",Side Effect
GO:0001671,GO:0001671,"ATPase activator activity",Molecular Function
GO:0042796,GO:0042796,"snRNA transcription from RNA polymerase III promoter",Biological Process
GO:0010950,GO:0010950,"positive regulation of endopeptidase activity",Biological Process
C0856053,C0856053,"Leukemia secondary",Side Effect
GO:0051223,GO:0051223,"regulation of protein transport",Biological Process
3694,3694,"ITGB6",Gene
84285,84285,"EIF1AD",Gene
5371,5371,"PML",Gene
23365,23365,"ARHGEF12",Gene
N0000175370,N0000175370,"Cholinergic Antagonists",Pharmacologic Class
57213,57213,"SPRYD7",Gene
GO:0032395,GO:0032395,"MHC class II receptor activity",Molecular Function
55506,55506,"H2AFY2",Gene
729020,729020,"RPEL1",Gene
GO:0048566,GO:0048566,"embryonic digestive tract development",Biological Process
116519,116519,"APOA5",Gene
D013009,D013009,"Somnambulism",Symptom
DB06287,DB06287,"Temsirolimus",Compound
PC7_7739,PC7_7739,"Synthesis of Ketone Bodies",Pathway
C0917799,C0917799,"Hypersomnia",Side Effect
C1536145,C1536145,"Eyelash hyperpigmentation",Side Effect
6326,6326,"SCN2A",Gene
105377021,105377021,"LOC105377021",Gene
GO:0044335,GO:0044335,"canonical Wnt signaling pathway involved in neural crest cell differentiation",Biological Process
9825,9825,"SPATA2",Gene
27339,27339,"PRPF19",Gene
GO:0008215,GO:0008215,"spermine metabolic process",Biological Process
C0860967,C0860967,"Calcium low",Side Effect
UBERON:0001461,UBERON:0001461,"elbow",Anatomy
100128429,100128429,"LOC100128429",Gene
259296,259296,"TAS2R50",Gene
5431,5431,"POLR2B",Gene
100131032,100131032,"LOC100131032",Gene
22913,22913,"RALY",Gene
49854,49854,"ZBTB21",Gene
57589,57589,"RIC1",Gene
GO:0021893,GO:0021893,"cerebral cortex GABAergic interneuron fate commitment",Biological Process
388381,388381,"C17orf98",Gene
55662,55662,"HIF1AN",Gene
728568,728568,"C12orf73",Gene
PC7_8053,PC7_8053,"TRAF3-dependent IRF activation pathway",Pathway
C0281981,C0281981,"Skin mass",Side Effect
C0595929,C0595929,"Cholesterol serum elevated",Side Effect
GO:1990778,GO:1990778,"protein localization to cell periphery",Biological Process
GO:0035791,GO:0035791,"platelet-derived growth factor receptor-beta signaling pathway",Biological Process
55179,55179,"FAIM",Gene
342184,342184,"FMN1",Gene
1638,1638,"DCT",Gene
158471,158471,"PRUNE2",Gene
C0272891,C0272891,"Knee sprain",Side Effect
GO:0036151,GO:0036151,"phosphatidylcholine acyl-chain remodeling",Biological Process
GO:2001179,GO:2001179,"regulation of interleukin-10 secretion",Biological Process
374354,374354,"NHLRC2",Gene
PC7_2905,PC7_2905,"Cytochrome P450 - arranged by substrate type",Pathway
GO:0004089,GO:0004089,"carbonate dehydratase activity",Molecular Function
7027,7027,"TFDP1",Gene
C0853942,C0853942,"Tongue blistering",Side Effect
GO:0006041,GO:0006041,"glucosamine metabolic process",Biological Process
GO:2000618,GO:2000618,"regulation of histone H4-K16 acetylation",Biological Process
57649,57649,"PHF12",Gene
GO:0016620,GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",Molecular Function
10888,10888,"GPR83",Gene
127833,127833,"SYT2",Gene
4588,4588,"MUC6",Gene
GO:0006521,GO:0006521,"regulation of cellular amino acid metabolic process",Biological Process
GO:1903555,GO:1903555,"regulation of tumor necrosis factor superfamily cytokine production",Biological Process
DOID:9970,DOID:9970,"obesity",Disease
N0000011272,N0000011272,"Thiazolidinediones",Pharmacologic Class
GO:0007440,GO:0007440,"foregut morphogenesis",Biological Process
C0030848,C0030848,"Peyronie's disease",Side Effect
3593,3593,"IL12B",Gene
GO:1902608,GO:1902608,"positive regulation of large conductance calcium-activated potassium channel activity",Biological Process
C0039128,C0039128,"Syphilis",Side Effect
100132463,100132463,"CLDN24",Gene
1186,1186,"CLCN7",Gene
404217,404217,"CTXN1",Gene
GO:1902661,GO:1902661,"positive regulation of glucose mediated signaling pathway",Biological Process
GO:0086042,GO:0086042,"cardiac muscle cell-cardiac muscle cell adhesion",Biological Process
GO:0042362,GO:0042362,"fat-soluble vitamin biosynthetic process",Biological Process
100873985,100873985,"MED14OS",Gene
WP2946_r83779,WP2946_r83779,"Imatinib Resistance in Chronic Myeloid Leukemia",Pathway
GO:0031080,GO:0031080,"nuclear pore outer ring",Cellular Component
GO:0007228,GO:0007228,"positive regulation of hh target transcription factor activity",Biological Process
735,735,"C9",Gene
PC7_4341,PC7_4341,"HIF-2-alpha transcription factor network",Pathway
GO:0030234,GO:0030234,"enzyme regulator activity",Molecular Function
DB00412,DB00412,"Rosiglitazone",Compound
C0857483,C0857483,"Worsening of diabetes",Side Effect
6543,6543,"SLC8A2",Gene
GO:0001519,GO:0001519,"peptide amidation",Biological Process
346389,346389,"MACC1",Gene
DB01212,DB01212,"Ceftriaxone",Compound
5672,5672,"PSG4",Gene
285362,285362,"SUMF1",Gene
GO:0010576,GO:0010576,"metalloenzyme regulator activity",Molecular Function
GO:0003176,GO:0003176,"aortic valve development",Biological Process
C0853026,C0853026,"Porphyria non-acute",Side Effect
GO:0051457,GO:0051457,"maintenance of protein location in nucleus",Biological Process
3141,3141,"HLCS",Gene
64321,64321,"SOX17",Gene
55811,55811,"ADCY10",Gene
81696,81696,"OR5V1",Gene
GO:2000818,GO:2000818,"negative regulation of myoblast proliferation",Biological Process
C1697883,C1697883,"Infusion related pain",Side Effect
2814,2814,"GP5",Gene
11061,11061,"LECT1",Gene
GO:1901896,GO:1901896,"positive regulation of calcium-transporting ATPase activity",Biological Process
GO:0003205,GO:0003205,"cardiac chamber development",Biological Process
C0078911,C0078911,"HIV associated nephropathy",Side Effect
D001416,D001416,"Back Pain",Symptom
795,795,"S100G",Gene
GO:0003228,GO:0003228,"atrial cardiac muscle tissue development",Biological Process
100288485,100288485,"MTRNR2L7",Gene
GO:0004974,GO:0004974,"leukotriene receptor activity",Molecular Function
GO:0061695,GO:0061695,"transferase complex, transferring phosphorus-containing groups",Cellular Component
8139,8139,"GAN",Gene
51058,51058,"ZNF691",Gene
1513,1513,"CTSK",Gene
C0574785,C0574785,"Lower urinary tract symptoms",Side Effect
C0006111,C0006111,"Brain disorder NOS",Side Effect
GO:0030397,GO:0030397,"membrane disassembly",Biological Process
128977,128977,"C22orf39",Gene
GO:0072089,GO:0072089,"stem cell proliferation",Biological Process
C0036651,C0036651,"Solar lentigo",Side Effect
8431,8431,"NR0B2",Gene
C0877117,C0877117,"Cytomegalovirus gastritis",Side Effect
414059,414059,"TBC1D3B",Gene
C1112214,C1112214,"Vulvovaginal pruritus",Side Effect
2874,2874,"GPS2",Gene
10609,10609,"P3H4",Gene
159195,159195,"USP54",Gene
55032,55032,"SLC35A5",Gene
154664,154664,"ABCA13",Gene
PC7_5559,PC7_5559,"MyD88 dependent cascade initiated on endosome",Pathway
51222,51222,"ZNF219",Gene
C0242784,C0242784,"Food interaction",Side Effect
C0877183,C0877183,"Nail bed tenderness",Side Effect
343,343,"AQP8",Gene
10218,10218,"ANGPTL7",Gene
GO:0016436,GO:0016436,"rRNA (uridine) methyltransferase activity",Molecular Function
GO:1902824,GO:1902824,"positive regulation of late endosome to lysosome transport",Biological Process
113510,113510,"HELQ",Gene
7175,7175,"TPR",Gene
C0001621,C0001621,"Adrenal disorder",Side Effect
GO:1903044,GO:1903044,"protein localization to membrane raft",Biological Process
C3495947,C3495947,"Atypical stress fracture",Side Effect
100529261,100529261,"CHURC1-FNTB",Gene
GO:0060677,GO:0060677,"ureteric bud elongation",Biological Process
GO:0009204,GO:0009204,"deoxyribonucleoside triphosphate catabolic process",Biological Process
C0149793,C0149793,"Amaurosis fugax",Side Effect
57470,57470,"LRRC47",Gene
93010,93010,"B3GNT7",Gene
C0006849,C0006849,"Oral candidiasis",Side Effect
389766,389766,"C9orf153",Gene
4317,4317,"MMP8",Gene
GO:0050662,GO:0050662,"coenzyme binding",Molecular Function
C0155170,C0155170,"Conjunctival cyst",Side Effect
56987,56987,"BBX",Gene
GO:1903349,GO:1903349,"omegasome membrane",Cellular Component
GO:0002816,GO:0002816,"regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria",Biological Process
C0020624,C0020624,"Hypomenorrhoea",Side Effect
DOID:0050741,DOID:0050741,"alcohol dependence",Disease
80341,80341,"BPIFB2",Gene
123228,123228,"SENP8",Gene
1939,1939,"EIF2D",Gene
9254,9254,"CACNA2D2",Gene
GO:0005971,GO:0005971,"ribonucleoside-diphosphate reductase complex",Cellular Component
GO:0034113,GO:0034113,"heterotypic cell-cell adhesion",Biological Process
654348,654348,"PRAMEF16",Gene
8771,8771,"TNFRSF6B",Gene
C0235344,C0235344,"Buccal mucosa ulceration",Side Effect
GO:0070052,GO:0070052,"collagen V binding",Molecular Function
DB02959,DB02959,"Oxitriptan",Compound
347454,347454,"SOWAHD",Gene
GO:1903624,GO:1903624,"regulation of DNA catabolic process",Biological Process
C0549334,C0549334,"Parotid duct obstruction",Side Effect
6396,6396,"SEC13",Gene
100505502,100505502,"LOC100505502",Gene
GO:0008526,GO:0008526,"phosphatidylinositol transporter activity",Molecular Function
GO:0070268,GO:0070268,"cornification",Biological Process
8195,8195,"MKKS",Gene
GO:0032829,GO:0032829,"regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation",Biological Process
GO:0070208,GO:0070208,"protein heterotrimerization",Biological Process
C0410959,C0410959,"Foetal acidosis",Side Effect
7922,7922,"SLC39A7",Gene
4018,4018,"LPA",Gene
DB01116,DB01116,"Trimethaphan",Compound
414236,414236,"C10orf55",Gene
GO:0090270,GO:0090270,"regulation of fibroblast growth factor production",Biological Process
1071,1071,"CETP",Gene
10850,10850,"CCL27",Gene
GO:0006435,GO:0006435,"threonyl-tRNA aminoacylation",Biological Process
78986,78986,"DUSP26",Gene
50813,50813,"COPS7A",Gene
8351,8351,"HIST1H3D",Gene
GO:0002358,GO:0002358,"B cell homeostatic proliferation",Biological Process
51206,51206,"GP6",Gene
GO:0036492,GO:0036492,"eiF2alpha phosphorylation in response to endoplasmic reticulum stress",Biological Process
102724017,102724017,"LOC102724017",Gene
UBERON:0001644,UBERON:0001644,"trochlear nerve",Anatomy
GO:0001661,GO:0001661,"conditioned taste aversion",Biological Process
653541,653541,"LOC653541",Gene
6456,6456,"SH3GL2",Gene
GO:0014043,GO:0014043,"negative regulation of neuron maturation",Biological Process
118987,118987,"PDZD8",Gene
C0004763,C0004763,"Barrett's oesophagus",Side Effect
5973,5973,"RENBP",Gene
30834,30834,"ZNRD1",Gene
729597,729597,"SPDYE6",Gene
56204,56204,"FAM214A",Gene
63939,63939,"FAM217B",Gene
10430,10430,"TMEM147",Gene
GO:0035374,GO:0035374,"chondroitin sulfate binding",Molecular Function
GO:0071371,GO:0071371,"cellular response to gonadotropin stimulus",Biological Process
132,132,"ADK",Gene
9947,9947,"MAGEC1",Gene
GO:0072179,GO:0072179,"nephric duct formation",Biological Process
864,864,"RUNX3",Gene
102723502,102723502,"LOC102723502",Gene
PC7_2952,PC7_2952,"DNA Replication Pre-Initiation",Pathway
391002,391002,"PRAMEF8",Gene
5521,5521,"PPP2R2B",Gene
GO:0051496,GO:0051496,"positive regulation of stress fiber assembly",Biological Process
GO:0032300,GO:0032300,"mismatch repair complex",Cellular Component
GO:0032024,GO:0032024,"positive regulation of insulin secretion",Biological Process
C0007196,C0007196,"Restrictive cardiomyopathy",Side Effect
100134391,100134391,"LOC100134391",Gene
4618,4618,"MYF6",Gene
PC7_5969,PC7_5969,"Noncanonical Wnt signaling pathway",Pathway
GO:1903727,GO:1903727,"positive regulation of phospholipid metabolic process",Biological Process
55752,55752,"SEPT11",Gene
65055,65055,"REEP1",Gene
5337,5337,"PLD1",Gene
2215,2215,"FCGR3B",Gene
143098,143098,"MPP7",Gene
54885,54885,"TBC1D8B",Gene
647309,647309,"GMNC",Gene
100533952,100533952,"RBAK-RBAKDN",Gene
10007,10007,"GNPDA1",Gene
GO:0061615,GO:0061615,"glycolytic process through fructose-6-phosphate",Biological Process
GO:0036064,GO:0036064,"ciliary basal body",Cellular Component
645414,645414,"PRAMEF19",Gene
GO:0060078,GO:0060078,"regulation of postsynaptic membrane potential",Biological Process
148423,148423,"C1orf52",Gene
C1519353,C1519353,"Rash papular",Side Effect
GO:0035418,GO:0035418,"protein localization to synapse",Biological Process
102724258,102724258,"LOC102724258",Gene
56134,56134,"PCDHAC2",Gene
C0085623,C0085623,"Akinesia",Side Effect
6701,6701,"SPRR2B",Gene
GO:0006935,GO:0006935,"chemotaxis",Biological Process
57835,57835,"SLC4A5",Gene
WP2012_r82900,WP2012_r82900,"miRs in Muscle Cell Differentiation",Pathway
84616,84616,"KRTAP4-4",Gene
GO:0034776,GO:0034776,"response to histamine",Biological Process
4166,4166,"CHST6",Gene
PC7_2467,PC7_2467,"Canonical NF-kappaB pathway",Pathway
C0235706,C0235706,"Back distress",Side Effect
PC7_2395,PC7_2395,"CaMK IV-mediated phosphorylation of CREB",Pathway
90488,90488,"TMEM263",Gene
GO:2000973,GO:2000973,"regulation of pro-B cell differentiation",Biological Process
DB05266,DB05266,"Ibudilast",Compound
3811,3811,"KIR3DL1",Gene
GO:0034765,GO:0034765,"regulation of ion transmembrane transport",Biological Process
9469,9469,"CHST3",Gene
C0542165,C0542165,"Pseudoparkinsonism",Side Effect
54433,54433,"GAR1",Gene
GO:0032097,GO:0032097,"positive regulation of response to food",Biological Process
80222,80222,"TARS2",Gene
245938,245938,"DEFB125",Gene
105375433,105375433,"LOC105375433",Gene
1820,1820,"ARID3A",Gene
9555,9555,"H2AFY",Gene
GO:0042474,GO:0042474,"middle ear morphogenesis",Biological Process
GO:0045780,GO:0045780,"positive regulation of bone resorption",Biological Process
79867,79867,"TCTN2",Gene
GO:1990426,GO:1990426,"homologous recombination-dependent replication fork processing",Biological Process
GO:0006499,GO:0006499,"N-terminal protein myristoylation",Biological Process
6249,6249,"CLIP1",Gene
GO:0004167,GO:0004167,"dopachrome isomerase activity",Molecular Function
84164,84164,"ASCC2",Gene
C0595876,C0595876,"Calcium intoxication",Side Effect
389199,389199,"LOC389199",Gene
152940,152940,"C4orf45",Gene
441869,441869,"ANKRD65",Gene
PC7_3808,PC7_3808,"FCGR activation",Pathway
3903,3903,"LAIR1",Gene
56061,56061,"UBFD1",Gene
1368,1368,"CPM",Gene
11247,11247,"NXPH4",Gene
C2363949,C2363949,"Injection site exfoliation",Side Effect
C0020639,C0020639,"Hypoproteinaemia",Side Effect
1013,1013,"CDH15",Gene
8200,8200,"GDF5",Gene
GO:0000395,GO:0000395,"mRNA 5'-splice site recognition",Biological Process
51635,51635,"DHRS7",Gene
GO:0031087,GO:0031087,"deadenylation-independent decapping of nuclear-transcribed mRNA",Biological Process
DB06228,DB06228,"Rivaroxaban",Compound
GO:0098793,GO:0098793,"presynapse",Cellular Component
GO:0006498,GO:0006498,"N-terminal protein lipidation",Biological Process
GO:0031434,GO:0031434,"mitogen-activated protein kinase kinase binding",Molecular Function
GO:0019211,GO:0019211,"phosphatase activator activity",Molecular Function
84224,84224,"NBPF3",Gene
102723415,102723415,"LOC102723415",Gene
C0042996,C0042996,"Vulvitis",Side Effect
GO:0016725,GO:0016725,"oxidoreductase activity, acting on CH or CH2 groups",Molecular Function
1861,1861,"TOR1A",Gene
C0852566,C0852566,"Sleep phase rhythm disturbance",Side Effect
23464,23464,"GCAT",Gene
PC7_7753,PC7_7753,"Synthesis of Prostaglandins (PG) and Thromboxanes (TX)",Pathway
83901,83901,"KRTAP9-8",Gene
105369233,105369233,"LOC105369233",Gene
C0023510,C0023510,"White blood cell disorder",Side Effect
414149,414149,"ACBD7",Gene
56121,56121,"PCDHB15",Gene
GO:0060088,GO:0060088,"auditory receptor cell stereocilium organization",Biological Process
GO:0031055,GO:0031055,"chromatin remodeling at centromere",Biological Process
C0005684,C0005684,"Bladder cancer",Side Effect
DB00378,DB00378,"Dydrogesterone",Compound
GO:1990698,GO:1990698,"palmitoleoyltransferase activity",Molecular Function
DB00295,DB00295,"Morphine",Compound
C0277577,C0277577,"Psychic disturbance",Side Effect
9796,9796,"PHYHIP",Gene
25902,25902,"MTHFD1L",Gene
GO:1903319,GO:1903319,"positive regulation of protein maturation",Biological Process
GO:0034184,GO:0034184,"positive regulation of maintenance of mitotic sister chromatid cohesion",Biological Process
201305,201305,"SPNS3",Gene
340204,340204,"CLPSL1",Gene
GO:1902730,GO:1902730,"positive regulation of proteoglycan biosynthetic process",Biological Process
93587,93587,"TRMT10A",Gene
GO:0090261,GO:0090261,"positive regulation of inclusion body assembly",Biological Process
GO:0090280,GO:0090280,"positive regulation of calcium ion import",Biological Process
23012,23012,"STK38L",Gene
57560,57560,"IFT80",Gene
83449,83449,"PMFBP1",Gene
C0000786,C0000786,"Abortion spontaneous",Side Effect
100134240,100134240,"LOC100134240",Gene
5047,5047,"PAEP",Gene
284161,284161,"GDPD1",Gene
29780,29780,"PARVB",Gene
441150,441150,"C6orf226",Gene
55669,55669,"MFN1",Gene
GO:0060830,GO:0060830,"ciliary receptor clustering involved in smoothened signaling pathway",Biological Process
2512,2512,"FTL",Gene
55278,55278,"QRSL1",Gene
1613,1613,"DAPK3",Gene
9344,9344,"TAOK2",Gene
DB00293,DB00293,"Raltitrexed",Compound
140809,140809,"SRXN1",Gene
7485,7485,"WRB",Gene
GO:0039656,GO:0039656,"modulation by virus of host gene expression",Biological Process
GO:0015682,GO:0015682,"ferric iron transport",Biological Process
GO:0052870,GO:0052870,"tocopherol omega-hydroxylase activity",Molecular Function
101928344,101928344,"LOC101928344",Gene
DB00546,DB00546,"Adinazolam",Compound
105370828,105370828,"LOC105370828",Gene
GO:1902159,GO:1902159,"regulation of cyclic nucleotide-gated ion channel activity",Biological Process
GO:0030214,GO:0030214,"hyaluronan catabolic process",Biological Process
GO:0000828,GO:0000828,"inositol hexakisphosphate kinase activity",Molecular Function
57620,57620,"STIM2",Gene
5547,5547,"PRCP",Gene
DB08881,DB08881,"Vemurafenib",Compound
4595,4595,"MUTYH",Gene
C0037315,C0037315,"Sleep apnoea syndrome",Side Effect
GO:0055010,GO:0055010,"ventricular cardiac muscle tissue morphogenesis",Biological Process
DOID:11920,DOID:11920,"tracheal cancer",Disease
3692,3692,"EIF6",Gene
GO:0070272,GO:0070272,"proton-transporting ATP synthase complex biogenesis",Biological Process
UBERON:0001764,UBERON:0001764,"maxillary sinus",Anatomy
64097,64097,"EPB41L4A",Gene
GO:0072108,GO:0072108,"positive regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis",Biological Process
89886,89886,"SLAMF9",Gene
102723534,102723534,"LOC102723534",Gene
386674,386674,"KRTAP10-6",Gene
1161,1161,"ERCC8",Gene
GO:0031506,GO:0031506,"cell wall glycoprotein biosynthetic process",Biological Process
GO:0097053,GO:0097053,"L-kynurenine catabolic process",Biological Process
C0333582,C0333582,"Dystrophic calcification",Side Effect
GO:0043403,GO:0043403,"skeletal muscle tissue regeneration",Biological Process
192666,192666,"KRT24",Gene
79716,79716,"NPEPL1",Gene
105372911,105372911,"LOC105372911",Gene
9081,9081,"PRY",Gene
DB00689,DB00689,"Cephaloglycin",Compound
139422,139422,"MAGEB10",Gene
C0259749,C0259749,"Autonomic neuropathy",Side Effect
55619,55619,"DOCK10",Gene
GO:0071260,GO:0071260,"cellular response to mechanical stimulus",Biological Process
GO:1904928,GO:1904928,"coreceptor activity involved in canonical Wnt signaling pathway",Molecular Function
GO:1904892,GO:1904892,"regulation of STAT cascade",Biological Process
PC7_8716,PC7_8716,"Visual signal transduction: Rods",Pathway
GO:0007628,GO:0007628,"adult walking behavior",Biological Process
23676,23676,"SMPX",Gene
GO:0002808,GO:0002808,"regulation of antibacterial peptide biosynthetic process",Biological Process
DB01332,DB01332,"Ceftizoxime",Compound
84081,84081,"NSRP1",Gene
GO:0050729,GO:0050729,"positive regulation of inflammatory response",Biological Process
23193,23193,"GANAB",Gene
C3665346,C3665346,"Unspecified visual loss",Side Effect
GO:0060139,GO:0060139,"positive regulation of apoptotic process by virus",Biological Process
83690,83690,"CRISPLD1",Gene
91937,91937,"TIMD4",Gene
C0851302,C0851302,"Shock hypoglycaemic",Side Effect
GO:0045423,GO:0045423,"regulation of granulocyte macrophage colony-stimulating factor biosynthetic process",Biological Process
C1704431,C1704431,"Electrolyte disturbance",Side Effect
GO:0051569,GO:0051569,"regulation of histone H3-K4 methylation",Biological Process
81671,81671,"VMP1",Gene
GO:0051292,GO:0051292,"nuclear pore complex assembly",Biological Process
GO:0099503,GO:0099503,"secretory vesicle",Cellular Component
GO:1903078,GO:1903078,"positive regulation of protein localization to plasma membrane",Biological Process
DB01273,DB01273,"Varenicline",Compound
GO:0000776,GO:0000776,"kinetochore",Cellular Component
894,894,"CCND2",Gene
8629,8629,"JRK",Gene
DB00408,DB00408,"Loxapine",Compound
D006316,D006316,"Hearing Loss, High-Frequency",Symptom
GO:0098794,GO:0098794,"postsynapse",Cellular Component
GO:0034751,GO:0034751,"aryl hydrocarbon receptor complex",Cellular Component
7726,7726,"TRIM26",Gene
PC7_6067,PC7_6067,"Other semaphorin interactions",Pathway
101928589,101928589,"LOC101928589",Gene
GO:0002831,GO:0002831,"regulation of response to biotic stimulus",Biological Process
5195,5195,"PEX14",Gene
GO:0045523,GO:0045523,"interleukin-27 receptor binding",Molecular Function
C1274594,C1274594,"Lichenoid keratosis",Side Effect
GO:0046903,GO:0046903,"secretion",Biological Process
GO:0004820,GO:0004820,"glycine-tRNA ligase activity",Molecular Function
105376849,105376849,"LOC105376849",Gene
4836,4836,"NMT1",Gene
GO:0032202,GO:0032202,"telomere assembly",Biological Process
C0542519,C0542519,"Renal agenesis",Side Effect
353174,353174,"ZACN",Gene
GO:0015252,GO:0015252,"hydrogen ion channel activity",Molecular Function
GO:0002725,GO:0002725,"negative regulation of T cell cytokine production",Biological Process
100526794,100526794,"NT5C1B-RDH14",Gene
2817,2817,"GPC1",Gene
10580,10580,"SORBS1",Gene
151531,151531,"UPP2",Gene
GO:0032309,GO:0032309,"icosanoid secretion",Biological Process
55007,55007,"FAM118A",Gene
GO:0046404,GO:0046404,"ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity",Molecular Function
105374567,105374567,"LOC105374567",Gene
GO:0036056,GO:0036056,"filtration diaphragm",Cellular Component
10225,10225,"CD96",Gene
22931,22931,"RAB18",Gene
GO:0000150,GO:0000150,"recombinase activity",Molecular Function
C0040953,C0040953,"Trichotillomania",Side Effect
7274,7274,"TTPA",Gene
GO:0033116,GO:0033116,"endoplasmic reticulum-Golgi intermediate compartment membrane",Cellular Component
GO:1903887,GO:1903887,"motile primary cilium assembly",Biological Process
GO:0048821,GO:0048821,"erythrocyte development",Biological Process
22801,22801,"ITGA11",Gene
57413,57413,"TMIGD3",Gene
WP2879_r79602,WP2879_r79602,"Farnesoid X Receptor  Pathway",Pathway
GO:0017075,GO:0017075,"syntaxin-1 binding",Molecular Function
GO:0046513,GO:0046513,"ceramide biosynthetic process",Biological Process
GO:2001201,GO:2001201,"regulation of transforming growth factor-beta secretion",Biological Process
GO:1904893,GO:1904893,"negative regulation of STAT cascade",Biological Process
C0015376,C0015376,"Extravasation",Side Effect
GO:0021569,GO:0021569,"rhombomere 3 development",Biological Process
728392,728392,"LOC728392",Gene
GO:0001694,GO:0001694,"histamine biosynthetic process",Biological Process
GO:1903792,GO:1903792,"negative regulation of anion transport",Biological Process
DB01022,DB01022,"Phylloquinone",Compound
DB00787,DB00787,"Aciclovir",Compound
C0863083,C0863083,"Injection site tenderness",Side Effect
2038,2038,"EPB42",Gene
9229,9229,"DLGAP1",Gene
D006970,D006970,"Disorders of Excessive Somnolence",Symptom
200734,200734,"SPRED2",Gene
GO:0030877,GO:0030877,"beta-catenin destruction complex",Cellular Component
