hpo_id	xref	xtype
HP:0006097	UMLS:C1856889	UMLS
HP:0006099	UMLS:C4025092	UMLS
HP:0006101	SNOMEDCT_US:249769001	SNOMEDCT_US
HP:0006101	SNOMEDCT_US:268251006	SNOMEDCT_US
HP:0006101	SNOMEDCT_US:34048007	SNOMEDCT_US
HP:0006101	UMLS:C0221352	UMLS
HP:0006106	UMLS:C1847191	UMLS
HP:0006107	UMLS:C1861248	UMLS
HP:0006108	UMLS:C4025091	UMLS
HP:0006109	UMLS:C1862479	UMLS
HP:0006109	UMLS:C4020821	UMLS
HP:0006110	UMLS:C1856912	UMLS
HP:0006112	UMLS:C1969287	UMLS
HP:0006114	UMLS:C1861872	UMLS
HP:0006118	UMLS:C4021608	UMLS
HP:0006119	UMLS:C1854749	UMLS
HP:0006121	UMLS:C1860099	UMLS
HP:0006127	UMLS:C4025090	UMLS
HP:0006129	UMLS:C1844822	UMLS
HP:0006134	UMLS:C1865035	UMLS
HP:0006135	UMLS:C1862133	UMLS
HP:0006136	UMLS:C1855003	UMLS
HP:0006140	UMLS:C1855620	UMLS
HP:0006143	UMLS:C1859481	UMLS
HP:0006144	UMLS:C4025089	UMLS
HP:0006145	UMLS:C1848597	UMLS
HP:0006146	UMLS:C4025088	UMLS
HP:0006147	UMLS:C1861310	UMLS
HP:0006149	UMLS:C1850855	UMLS
HP:0006150	UMLS:C1849152	UMLS
HP:0006152	UMLS:C4021607	UMLS
HP:0006153	UMLS:C2675549	UMLS
HP:0006155	UMLS:C4025087	UMLS
HP:0006156	SNOMEDCT_US:299137000	SNOMEDCT_US
HP:0006156	UMLS:C0575904	UMLS
HP:0006156	UMLS:C4280465	UMLS
HP:0006157	UMLS:C1865131	UMLS
HP:0006157	UMLS:C4280464	UMLS
HP:0006159	UMLS:C4021606	UMLS
HP:0006160	UMLS:C4025086	UMLS
HP:0006161	UMLS:C1856471	UMLS
HP:0006162	UMLS:C1854913	UMLS
HP:0006163	UMLS:C1859700	UMLS
HP:0006165	UMLS:C1862157	UMLS
HP:0006166	UMLS:C1859369	UMLS
HP:0006167	UMLS:C4025085	UMLS
HP:0006169	UMLS:C1833882	UMLS
HP:0006170	UMLS:C1862097	UMLS
HP:0006172	UMLS:C1834961	UMLS
HP:0006174	UMLS:C1840419	UMLS
HP:0006175	UMLS:C1834348	UMLS
HP:0006175	UMLS:C4280463	UMLS
HP:0006176	UMLS:C1839285	UMLS
HP:0006179	UMLS:C1862693	UMLS
HP:0006180	UMLS:C1863317	UMLS
HP:0006184	UMLS:C1857483	UMLS
HP:0006185	UMLS:C1861350	UMLS
HP:0006187	UMLS:C1861332	UMLS
HP:0006189	UMLS:C1866000	UMLS
HP:0006190	UMLS:C1861316	UMLS
HP:0006191	UMLS:C1857539	UMLS
HP:0006192	UMLS:C4025084	UMLS
HP:0006193	UMLS:C4025083	UMLS
HP:0006200	UMLS:C1862421	UMLS
HP:0006201	UMLS:C1851811	UMLS
HP:0006202	UMLS:C4025082	UMLS
HP:0006203	UMLS:C1836772	UMLS
HP:0006205	UMLS:C4025081	UMLS
HP:0006206	UMLS:C4025080	UMLS
HP:0006207	UMLS:C1844519	UMLS
HP:0006208	UMLS:C1834980	UMLS
HP:0006209	UMLS:C1867928	UMLS
HP:0006210	UMLS:C1867927	UMLS
HP:0006213	UMLS:C1862156	UMLS
HP:0006213	UMLS:C4025079	UMLS
HP:0006216	UMLS:C1850336	UMLS
HP:0006217	UMLS:C1857288	UMLS
HP:0006224	UMLS:C4025078	UMLS
HP:0006226	SNOMEDCT_US:37895003	SNOMEDCT_US
HP:0006226	UMLS:C0409956	UMLS
HP:0006228	UMLS:C1860179	UMLS
HP:0006230	UMLS:C3805861	UMLS
HP:0006232	UMLS:C1969288	UMLS
HP:0006233	SNOMEDCT_US:239869009	SNOMEDCT_US
HP:0006233	UMLS:C0409957	UMLS
HP:0006234	UMLS:C1833735	UMLS
HP:0006236	UMLS:C4025077	UMLS
HP:0006237	UMLS:C1859115	UMLS
HP:0006239	UMLS:C4021605	UMLS
HP:0006243	UMLS:C2673396	UMLS
HP:0006247	UMLS:C1859701	UMLS
HP:0006248	UMLS:C1840088	UMLS
HP:0006251	UMLS:C1862481	UMLS
HP:0006252	UMLS:C1850158	UMLS
HP:0006253	UMLS:C1860841	UMLS
HP:0006254	UMLS:C0235971	UMLS
HP:0006254	UMLS:C0476489	UMLS
HP:0006256	UMLS:C4025076	UMLS
HP:0006257	UMLS:C4025075	UMLS
HP:0006261	UMLS:C4021604	UMLS
HP:0006262	UMLS:C4025074	UMLS
HP:0006263	UMLS:C4025073	UMLS
HP:0006264	UMLS:C4025072	UMLS
HP:0006265	UMLS:C4025071	UMLS
HP:0006266	SNOMEDCT_US:289264006	SNOMEDCT_US
HP:0006266	UMLS:C0566694	UMLS
HP:0006267	SNOMEDCT_US:289263000	SNOMEDCT_US
HP:0006267	UMLS:C0566693	UMLS
HP:0006268	UMLS:C1835882	UMLS
HP:0006270	UMLS:C1970617	UMLS
HP:0006273	UMLS:C1856162	UMLS
HP:0006274	UMLS:C1856904	UMLS
HP:0006276	UMLS:C1857945	UMLS
HP:0006277	UMLS:C1851733	UMLS
HP:0006278	SNOMEDCT_US:264304000	SNOMEDCT_US
HP:0006278	UMLS:C0994638	UMLS
HP:0006279	UMLS:C1969875	UMLS
HP:0006280	MSH:D050500	MSH
HP:0006280	SNOMEDCT_US:233870001	SNOMEDCT_US
HP:0006280	SNOMEDCT_US:234689009	SNOMEDCT_US
HP:0006280	SNOMEDCT_US:235494005	SNOMEDCT_US
HP:0006280	UMLS:C0149521	UMLS
HP:0006282	UMLS:C4025070	UMLS
HP:0006282	UMLS:C4280462	UMLS
HP:0006283	UMLS:C4025069	UMLS
HP:0006285	SNOMEDCT_US:109487003	SNOMEDCT_US
HP:0006285	UMLS:C3665628	UMLS
HP:0006285	UMLS:C4280253	UMLS
HP:0006285	UMLS:C4280460	UMLS
HP:0006285	UMLS:C4280461	UMLS
HP:0006286	UMLS:C1863008	UMLS
HP:0006288	SNOMEDCT_US:16000003	SNOMEDCT_US
HP:0006288	UMLS:C0266054	UMLS
HP:0006289	UMLS:C1855000	UMLS
HP:0006289	UMLS:C4020819	UMLS
HP:0006290	UMLS:C1866510	UMLS
HP:0006290	UMLS:C4280459	UMLS
HP:0006291	UMLS:C1863009	UMLS
HP:0006292	SNOMEDCT_US:1086101000119107	SNOMEDCT_US
HP:0006292	SNOMEDCT_US:234949000	SNOMEDCT_US
HP:0006292	UMLS:C0012767	UMLS
HP:0006292	UMLS:C1859363	UMLS
HP:0006292	UMLS:C3874458	UMLS
HP:0006293	UMLS:C4025068	UMLS
HP:0006293	UMLS:C4280458	UMLS
HP:0006297	MSH:D003744	MSH
HP:0006297	SNOMEDCT_US:26597004	SNOMEDCT_US
HP:0006297	SNOMEDCT_US:699382004	SNOMEDCT_US
HP:0006297	SNOMEDCT_US:699421005	SNOMEDCT_US
HP:0006297	UMLS:C0011351	UMLS
HP:0006297	UMLS:C1851854	UMLS
HP:0006297	UMLS:C4280456	UMLS
HP:0006297	UMLS:C4280457	UMLS
HP:0006298	UMLS:C1969572	UMLS
HP:0006302	UMLS:C4025067	UMLS
HP:0006304	SNOMEDCT_US:196409003	SNOMEDCT_US
HP:0006304	UMLS:C0399545	UMLS
HP:0006308	UMLS:C1855642	UMLS
HP:0006308	UMLS:C4280454	UMLS
HP:0006308	UMLS:C4280455	UMLS
HP:0006311	UMLS:C4025065	UMLS
HP:0006313	UMLS:C4021603	UMLS
HP:0006315	MSH:C537342	MSH
HP:0006315	SNOMEDCT_US:707609006	SNOMEDCT_US
HP:0006315	UMLS:C1840235	UMLS
HP:0006316	UMLS:C1845878	UMLS
HP:0006321	UMLS:C1848904	UMLS
HP:0006323	SNOMEDCT_US:122483006	SNOMEDCT_US
HP:0006323	SNOMEDCT_US:39034005	SNOMEDCT_US
HP:0006323	UMLS:C0266052	UMLS
HP:0006326	UMLS:C4025064	UMLS
HP:0006329	SNOMEDCT_US:708494003	SNOMEDCT_US
HP:0006329	UMLS:C1848905	UMLS
HP:0006329	UMLS:C3872671	UMLS
HP:0006329	UMLS:C4280451	UMLS
HP:0006329	UMLS:C4280452	UMLS
HP:0006329	UMLS:C4280453	UMLS
HP:0006330	UMLS:C4025063	UMLS
HP:0006332	UMLS:C4025062	UMLS
HP:0006333	UMLS:C4021602	UMLS
HP:0006334	UMLS:C1855694	UMLS
HP:0006335	SNOMEDCT_US:57650002	SNOMEDCT_US
HP:0006335	UMLS:C0266050	UMLS
HP:0006336	UMLS:C2678330	UMLS
HP:0006337	UMLS:C4021601	UMLS
HP:0006338	UMLS:C4025061	UMLS
HP:0006339	UMLS:C4020818	UMLS
HP:0006339	UMLS:C4280449	UMLS
HP:0006339	UMLS:C4280450	UMLS
HP:0006342	UMLS:C4025060	UMLS
HP:0006344	UMLS:C4025059	UMLS
HP:0006346	UMLS:C4025058	UMLS
HP:0006347	UMLS:C1855694	UMLS
HP:0006347	UMLS:C1856203	UMLS
HP:0006349	MSH:C563203	MSH
HP:0006349	SNOMEDCT_US:109444001	SNOMEDCT_US
HP:0006349	SNOMEDCT_US:234948008	SNOMEDCT_US
HP:0006349	UMLS:C0457756	UMLS
HP:0006349	UMLS:C1290511	UMLS
HP:0006350	UMLS:C4020817	UMLS
HP:0006350	UMLS:C4025057	UMLS
HP:0006350	UMLS:C4280448	UMLS
HP:0006352	UMLS:C4025056	UMLS
HP:0006352	UMLS:C4280447	UMLS
HP:0006353	UMLS:C4025055	UMLS
HP:0006355	UMLS:C1840225	UMLS
HP:0006355	UMLS:C4025054	UMLS
HP:0006357	UMLS:C1969738	UMLS
HP:0006358	UMLS:C1833168	UMLS
HP:0006361	UMLS:C1850658	UMLS
HP:0006362	UMLS:C1854948	UMLS
HP:0006366	UMLS:C1859524	UMLS
HP:0006367	UMLS:C1970497	UMLS
HP:0006368	UMLS:C1849327	UMLS
HP:0006369	UMLS:C1836870	UMLS
HP:0006370	UMLS:C4021600	UMLS
HP:0006371	UMLS:C4025053	UMLS
HP:0006375	UMLS:C4025052	UMLS
HP:0006376	UMLS:C1856922	UMLS
HP:0006378	UMLS:C4025051	UMLS
HP:0006379	UMLS:C1856029	UMLS
HP:0006380	SNOMEDCT_US:202289003	SNOMEDCT_US
HP:0006380	UMLS:C0409355	UMLS
HP:0006381	UMLS:C1844706	UMLS
HP:0006383	UMLS:C1857137	UMLS
HP:0006384	UMLS:C1857505	UMLS
HP:0006385	SNOMEDCT_US:249786007	SNOMEDCT_US
HP:0006385	UMLS:C0426901	UMLS
HP:0006386	UMLS:C1969286	UMLS
HP:0006387	UMLS:C1849309	UMLS
HP:0006389	UMLS:C1839512	UMLS
HP:0006390	UMLS:C1861937	UMLS
HP:0006391	UMLS:C1848769	UMLS
HP:0006392	UMLS:C1849307	UMLS
HP:0006394	UMLS:C1861331	UMLS
HP:0006397	UMLS:C1860156	UMLS
HP:0006398	UMLS:C4021599	UMLS
HP:0006400	UMLS:C1859462	UMLS
HP:0006402	UMLS:C1840307	UMLS
HP:0006406	UMLS:C1968611	UMLS
HP:0006407	UMLS:C4025050	UMLS
HP:0006408	UMLS:C4025049	UMLS
HP:0006409	UMLS:C1855191	UMLS
HP:0006413	UMLS:C2678328	UMLS
HP:0006414	UMLS:C4021598	UMLS
HP:0006415	UMLS:C1849276	UMLS
HP:0006417	UMLS:C1864854	UMLS
HP:0006420	UMLS:C1969396	UMLS
HP:0006423	UMLS:C1846160	UMLS
HP:0006424	UMLS:C4025048	UMLS
HP:0006426	UMLS:C1968943	UMLS
HP:0006429	UMLS:C1849016	UMLS
HP:0006431	UMLS:C4025047	UMLS
HP:0006432	UMLS:C1843983	UMLS
HP:0006433	UMLS:C4025046	UMLS
HP:0006434	UMLS:C1859477	UMLS
HP:0006436	UMLS:C1855277	UMLS
HP:0006437	UMLS:C1834392	UMLS
HP:0006438	UMLS:C1843105	UMLS
HP:0006439	UMLS:C2673394	UMLS
HP:0006440	UMLS:C1844516	UMLS
HP:0006441	UMLS:C1833878	UMLS
HP:0006442	UMLS:C1859478	UMLS
HP:0006443	UMLS:C1868578	UMLS
HP:0006446	UMLS:C1849580	UMLS
HP:0006449	UMLS:C1850145	UMLS
HP:0006450	UMLS:C1857193	UMLS
HP:0006453	UMLS:C1855758	UMLS
HP:0006454	UMLS:C4021597	UMLS
HP:0006454	UMLS:C4280446	UMLS
HP:0006456	UMLS:C4025045	UMLS
HP:0006459	UMLS:C1851988	UMLS
HP:0006460	UMLS:C1850854	UMLS
HP:0006461	MSH:D060048	MSH
HP:0006461	UMLS:C0149887	UMLS
HP:0006462	UMLS:C1833326	UMLS
HP:0006463	UMLS:C1833323	UMLS
HP:0006465	UMLS:C1834345	UMLS
HP:0006466	UMLS:C1837407	UMLS
HP:0006467	UMLS:C1851313	UMLS
HP:0006470	UMLS:C1859449	UMLS
HP:0006471	UMLS:C4025044	UMLS
HP:0006473	UMLS:C1850644	UMLS
HP:0006476	UMLS:C4025043	UMLS
HP:0006477	SNOMEDCT_US:235013007	SNOMEDCT_US
HP:0006477	UMLS:C0341007	UMLS
HP:0006477	UMLS:C4280445	UMLS
HP:0006479	UMLS:C4025042	UMLS
HP:0006480	SNOMEDCT_US:234974002	SNOMEDCT_US
HP:0006480	SNOMEDCT_US:42756003	SNOMEDCT_US
HP:0006480	UMLS:C0232513	UMLS
HP:0006480	UMLS:C0399385	UMLS
HP:0006481	UMLS:C4021596	UMLS
HP:0006482	MSH:D014071	MSH
HP:0006482	SNOMEDCT_US:422775003	SNOMEDCT_US
HP:0006482	UMLS:C0040427	UMLS
HP:0006482	UMLS:C0262444	UMLS
HP:0006483	SNOMEDCT_US:335443002	SNOMEDCT_US
HP:0006483	UMLS:C1290508	UMLS
HP:0006485	UMLS:C4020815	UMLS
HP:0006485	UMLS:C4020816	UMLS
HP:0006485	UMLS:C4083290	UMLS
HP:0006486	UMLS:C4025041	UMLS
HP:0006487	UMLS:C1855340	UMLS
HP:0006488	UMLS:C0426863	UMLS
HP:0006489	UMLS:C4025040	UMLS
HP:0006489	UMLS:C4280444	UMLS
HP:0006490	UMLS:C4025039	UMLS
HP:0006491	UMLS:C4025038	UMLS
HP:0006492	UMLS:C1856732	UMLS
HP:0006493	UMLS:C4025037	UMLS
HP:0006494	UMLS:C4025036	UMLS
HP:0006495	UMLS:C1865571	UMLS
HP:0006496	UMLS:C4025035	UMLS
HP:0006498	MSH:C535568	MSH
HP:0006498	UMLS:C1868577	UMLS
HP:0006499	UMLS:C4025034	UMLS
HP:0006500	UMLS:C4021595	UMLS
HP:0006501	UMLS:C2749463	UMLS
HP:0006502	UMLS:C4025033	UMLS
HP:0006503	UMLS:C4025032	UMLS
HP:0006504	UMLS:C4021594	UMLS
HP:0006505	UMLS:C4021593	UMLS
HP:0006507	UMLS:C4025031	UMLS
HP:0006508	UMLS:C4025030	UMLS
HP:0006509	SNOMEDCT_US:14011008	SNOMEDCT_US
HP:0006509	UMLS:C0340213	UMLS
HP:0006510	MSH:D029424	MSH
HP:0006510	SNOMEDCT_US:13645005	SNOMEDCT_US
HP:0006510	UMLS:C0024117	UMLS
HP:0006511	MSH:D007826	MSH
HP:0006511	SNOMEDCT_US:406444002	SNOMEDCT_US
HP:0006511	SNOMEDCT_US:41432000	SNOMEDCT_US
HP:0006511	SNOMEDCT_US:53787002	SNOMEDCT_US
HP:0006511	UMLS:C0023066	UMLS
HP:0006514	UMLS:C4025028	UMLS
HP:0006515	MSH:D017563	MSH
HP:0006515	SNOMEDCT_US:64667001	SNOMEDCT_US
HP:0006515	UMLS:C0206061	UMLS
HP:0006516	MSH:D000542	MSH
HP:0006516	SNOMEDCT_US:37471005	SNOMEDCT_US
HP:0006516	UMLS:C0002390	UMLS
HP:0006517	MSH:D011649	MSH
HP:0006517	SNOMEDCT_US:10501004	SNOMEDCT_US
HP:0006517	UMLS:C0034050	UMLS
HP:0006518	MSH:D011668	MSH
HP:0006518	SNOMEDCT_US:89420002	SNOMEDCT_US
HP:0006518	UMLS:C0034091	UMLS
HP:0006518	UMLS:C4280802	UMLS
HP:0006519	MSH:D002282	MSH
HP:0006519	SNOMEDCT_US:112677002	SNOMEDCT_US
HP:0006519	SNOMEDCT_US:36310008	SNOMEDCT_US
HP:0006519	SNOMEDCT_US:373627005	SNOMEDCT_US
HP:0006519	UMLS:C0007120	UMLS
HP:0006520	UMLS:C1849570	UMLS
HP:0006521	UMLS:C1855480	UMLS
HP:0006522	UMLS:C4025027	UMLS
HP:0006524	UMLS:C3806786	UMLS
HP:0006527	MSH:C562489	MSH
HP:0006527	SNOMEDCT_US:44274007	SNOMEDCT_US
HP:0006527	UMLS:C0264511	UMLS
HP:0006528	SNOMEDCT_US:413839001	SNOMEDCT_US
HP:0006528	UMLS:C0746102	UMLS
HP:0006529	UMLS:C4025026	UMLS
HP:0006530	MSH:D017563	MSH
HP:0006530	SNOMEDCT_US:233703007	SNOMEDCT_US
HP:0006530	UMLS:C0206062	UMLS
HP:0006531	UMLS:C1856139	UMLS
HP:0006532	SNOMEDCT_US:128601007	SNOMEDCT_US
HP:0006532	SNOMEDCT_US:699014000	SNOMEDCT_US
HP:0006532	UMLS:C0694550	UMLS
HP:0006532	UMLS:C0748140	UMLS
HP:0006532	UMLS:C0876973	UMLS
HP:0006532	UMLS:C1859117	UMLS
HP:0006533	UMLS:C4025025	UMLS
HP:0006535	UMLS:C3805919	UMLS
HP:0006536	MSH:D008173	MSH
HP:0006536	UMLS:C0600260	UMLS
HP:0006538	UMLS:C2169795	UMLS
HP:0006539	UMLS:C4025024	UMLS
HP:0006541	UMLS:C3550579	UMLS
HP:0006543	MSH:D006323	MSH
HP:0006543	SNOMEDCT_US:410430005	SNOMEDCT_US
HP:0006543	UMLS:C0600228	UMLS
HP:0006544	UMLS:C4020814	UMLS
HP:0006544	UMLS:C4025023	UMLS
HP:0006548	UMLS:C1857690	UMLS
HP:0006549	UMLS:C4021592	UMLS
HP:0006552	UMLS:C1397290	UMLS
HP:0006554	MSH:D017114	MSH
HP:0006554	SNOMEDCT_US:197270009	SNOMEDCT_US
HP:0006554	SNOMEDCT_US:235884008	SNOMEDCT_US
HP:0006554	UMLS:C0162557	UMLS
HP:0006555	UMLS:C1849686	UMLS
HP:0006557	MSH:C536330	MSH
HP:0006557	SNOMEDCT_US:72925005	SNOMEDCT_US
HP:0006557	UMLS:C0158683	UMLS
HP:0006558	UMLS:C4025022	UMLS
HP:0006559	UMLS:C1696466	UMLS
HP:0006560	UMLS:C3672440	UMLS
HP:0006560	UMLS:C3686778	UMLS
HP:0006561	UMLS:C1837257	UMLS
HP:0006562	SNOMEDCT_US:3738000	SNOMEDCT_US
HP:0006562	UMLS:C0042721	UMLS
HP:0006563	UMLS:C1857519	UMLS
HP:0006564	UMLS:C1835881	UMLS
HP:0006565	UMLS:C4025021	UMLS
HP:0006566	UMLS:C1859162	UMLS
HP:0006568	UMLS:C1856285	UMLS
HP:0006571	UMLS:C1861621	UMLS
HP:0006571	UMLS:C4021591	UMLS
HP:0006572	UMLS:C1861901	UMLS
HP:0006573	UMLS:C4025020	UMLS
HP:0006574	SNOMEDCT_US:84150000	SNOMEDCT_US
HP:0006574	UMLS:C0520557	UMLS
HP:0006575	UMLS:C4025019	UMLS
HP:0006576	UMLS:C1861790	UMLS
HP:0006577	SNOMEDCT_US:43904005	SNOMEDCT_US
HP:0006577	SNOMEDCT_US:86454000	SNOMEDCT_US
HP:0006577	UMLS:C2004456	UMLS
HP:0006579	MSH:D007567	MSH
HP:0006579	SNOMEDCT_US:387712008	SNOMEDCT_US
HP:0006579	UMLS:C0022353	UMLS
HP:0006579	UMLS:C1859236	UMLS
HP:0006580	UMLS:C2677002	UMLS
HP:0006580	UMLS:C3805083	UMLS
HP:0006581	UMLS:C4025018	UMLS
HP:0006582	UMLS:C1850413	UMLS
HP:0006583	UMLS:C4025017	UMLS
HP:0006584	UMLS:C1861226	UMLS
HP:0006585	SNOMEDCT_US:249685004	SNOMEDCT_US
HP:0006585	SNOMEDCT_US:249690001	SNOMEDCT_US
HP:0006585	UMLS:C0426806	UMLS
HP:0006585	UMLS:C0426811	UMLS
HP:0006587	UMLS:C4025016	UMLS
HP:0006589	UMLS:C1855196	UMLS
HP:0006590	UMLS:C4021590	UMLS
HP:0006591	UMLS:C4021589	UMLS
HP:0006593	UMLS:C1861704	UMLS
HP:0006595	UMLS:C1865362	UMLS
HP:0006596	UMLS:C4025015	UMLS
HP:0006597	MSH:D012133	MSH
HP:0006597	SNOMEDCT_US:64228003	SNOMEDCT_US
HP:0006597	UMLS:C0035232	UMLS
HP:0006598	UMLS:C1850083	UMLS
HP:0006599	UMLS:C1866729	UMLS
HP:0006600	UMLS:C1968577	UMLS
HP:0006603	UMLS:C1865833	UMLS
HP:0006606	UMLS:C1861199	UMLS
HP:0006607	UMLS:C1849049	UMLS
HP:0006608	UMLS:C1844530	UMLS
HP:0006610	SNOMEDCT_US:423230008	SNOMEDCT_US
HP:0006610	UMLS:C1827524	UMLS
HP:0006611	UMLS:C1856223	UMLS
HP:0006615	UMLS:C1842695	UMLS
HP:0006619	UMLS:C1859120	UMLS
HP:0006623	UMLS:C4021588	UMLS
HP:0006625	UMLS:C2986662	UMLS
HP:0006628	UMLS:C1857074	UMLS
HP:0006628	UMLS:C4280443	UMLS
HP:0006631	UMLS:C4025014	UMLS
HP:0006633	UMLS:C1834384	UMLS
HP:0006634	UMLS:C4025013	UMLS
HP:0006637	UMLS:C1859121	UMLS
HP:0006638	UMLS:C1844529	UMLS
HP:0006640	SNOMEDCT_US:1261007	SNOMEDCT_US
HP:0006640	UMLS:C0272567	UMLS
HP:0006641	UMLS:C4025012	UMLS
HP:0006642	UMLS:C1865241	UMLS
HP:0006643	UMLS:C1859376	UMLS
HP:0006644	UMLS:C1406921	UMLS
HP:0006645	SNOMEDCT_US:298764003	SNOMEDCT_US
HP:0006645	UMLS:C0575535	UMLS
HP:0006646	UMLS:C1855608	UMLS
HP:0006647	UMLS:C4025011	UMLS
HP:0006649	UMLS:C4021587	UMLS
HP:0006650	UMLS:C1834383	UMLS
HP:0006655	UMLS:C1968999	UMLS
HP:0006657	UMLS:C1834386	UMLS
HP:0006659	UMLS:C1862491	UMLS
HP:0006660	UMLS:C1857665	UMLS
HP:0006665	UMLS:C4025010	UMLS
HP:0006668	UMLS:C1859361	UMLS
HP:0006670	UMLS:C4025009	UMLS
HP:0006671	SNOMEDCT_US:195069001	SNOMEDCT_US
HP:0006671	UMLS:C0030587	UMLS
HP:0006673	UMLS:C4025008	UMLS
HP:0006677	SNOMEDCT_US:991002	SNOMEDCT_US
HP:0006677	UMLS:C0235475	UMLS
HP:0006679	UMLS:C4025007	UMLS
HP:0006681	UMLS:C4025006	UMLS
HP:0006682	MSH:D018879	MSH
HP:0006682	SNOMEDCT_US:17338001	SNOMEDCT_US
HP:0006682	SNOMEDCT_US:251175005	SNOMEDCT_US
HP:0006682	UMLS:C0151636	UMLS
HP:0006683	UMLS:C4025005	UMLS
HP:0006684	UMLS:C4025004	UMLS
HP:0006685	MSH:D004719	MSH
HP:0006685	SNOMEDCT_US:398716006	SNOMEDCT_US
HP:0006685	UMLS:C0553980	UMLS
HP:0006687	UMLS:C4025003	UMLS
HP:0006688	MSH:D013614	MSH
HP:0006688	SNOMEDCT_US:12026006	SNOMEDCT_US
HP:0006688	UMLS:C0039236	UMLS
HP:0006689	MSH:D004697	MSH
HP:0006689	SNOMEDCT_US:301183007	SNOMEDCT_US
HP:0006689	UMLS:C0014121	UMLS
HP:0006690	UMLS:C1096561	UMLS
HP:0006691	UMLS:C4025002	UMLS
HP:0006692	UMLS:C4025001	UMLS
HP:0006693	UMLS:C4025000	UMLS
HP:0006694	UMLS:C4024999	UMLS
HP:0006695	MSH:C562831	MSH
HP:0006695	MSH:D004694	MSH
HP:0006695	SNOMEDCT_US:15459006	SNOMEDCT_US
HP:0006695	UMLS:C0014116	UMLS
HP:0006695	UMLS:C1389016	UMLS
HP:0006696	UMLS:C4024998	UMLS
HP:0006698	SNOMEDCT_US:90539001	SNOMEDCT_US
HP:0006698	UMLS:C0392464	UMLS
HP:0006699	MSH:D018880	MSH
HP:0006699	SNOMEDCT_US:284470004	SNOMEDCT_US
HP:0006699	SNOMEDCT_US:287057009	SNOMEDCT_US
HP:0006699	SNOMEDCT_US:406461004	SNOMEDCT_US
HP:0006699	SNOMEDCT_US:63593006	SNOMEDCT_US
HP:0006699	UMLS:C0033036	UMLS
HP:0006702	MSH:C565153	MSH
HP:0006702	UMLS:C1852540	UMLS
HP:0006703	UMLS:C4024996	UMLS
HP:0006704	SNOMEDCT_US:28574005	SNOMEDCT_US
HP:0006704	UMLS:C0158623	UMLS
HP:0006705	UMLS:C4024995	UMLS
HP:0006706	MSH:C536330	MSH
HP:0006706	SNOMEDCT_US:72925005	SNOMEDCT_US
HP:0006706	UMLS:C0158683	UMLS
HP:0006707	UMLS:C4024994	UMLS
HP:0006709	UMLS:C3150086	UMLS
HP:0006710	UMLS:C4024993	UMLS
HP:0006711	UMLS:C4024992	UMLS
HP:0006712	UMLS:C1847363	UMLS
HP:0006713	UMLS:C4024991	UMLS
HP:0006714	UMLS:C4024990	UMLS
HP:0006715	UMLS:C1866555	UMLS
HP:0006716	UMLS:C4024989	UMLS
HP:0006717	SNOMEDCT_US:254764001	SNOMEDCT_US
HP:0006717	UMLS:C3489398	UMLS
HP:0006719	SNOMEDCT_US:92118007	SNOMEDCT_US
HP:0006719	UMLS:C0497538	UMLS
HP:0006721	SNOMEDCT_US:128822004	SNOMEDCT_US
HP:0006721	SNOMEDCT_US:91857003	SNOMEDCT_US
HP:0006721	UMLS:C0023449	UMLS
HP:0006722	UMLS:C1868072	UMLS
HP:0006723	UMLS:C4024988	UMLS
HP:0006725	SNOMEDCT_US:700423003	SNOMEDCT_US
HP:0006725	UMLS:C0281361	UMLS
HP:0006727	MSH:D054218	MSH
HP:0006727	SNOMEDCT_US:128824003	SNOMEDCT_US
HP:0006727	SNOMEDCT_US:277575008	SNOMEDCT_US
HP:0006727	UMLS:C1961099	UMLS
HP:0006729	UMLS:C4024987	UMLS
HP:0006731	MSH:D018263	MSH
HP:0006731	SNOMEDCT_US:255028004	SNOMEDCT_US
HP:0006731	SNOMEDCT_US:28173006	SNOMEDCT_US
HP:0006731	SNOMEDCT_US:5257006	SNOMEDCT_US
HP:0006731	UMLS:C0206682	UMLS
HP:0006732	UMLS:C1336840	UMLS
HP:0006733	MSH:D015470	MSH
HP:0006733	SNOMEDCT_US:17788007	SNOMEDCT_US
HP:0006733	SNOMEDCT_US:413443009	SNOMEDCT_US
HP:0006733	SNOMEDCT_US:91861009	SNOMEDCT_US
HP:0006733	UMLS:C0023467	UMLS
HP:0006735	SNOMEDCT_US:254919009	SNOMEDCT_US
HP:0006735	UMLS:C0346253	UMLS
HP:0006737	MSH:D010673	MSH
HP:0006737	UMLS:C1257877	UMLS
HP:0006739	SNOMEDCT_US:254651007	SNOMEDCT_US
HP:0006739	UMLS:C0553723	UMLS
HP:0006740	SNOMEDCT_US:255109008	SNOMEDCT_US
HP:0006740	UMLS:C0279680	UMLS
HP:0006742	UMLS:C4024986	UMLS
HP:0006743	MSH:D018233	MSH
HP:0006743	SNOMEDCT_US:14269005	SNOMEDCT_US
HP:0006743	SNOMEDCT_US:404051002	SNOMEDCT_US
HP:0006743	UMLS:C0206656	UMLS
HP:0006744	MSH:D018268	MSH
HP:0006744	SNOMEDCT_US:2227007	SNOMEDCT_US
HP:0006744	SNOMEDCT_US:255035007	SNOMEDCT_US
HP:0006744	UMLS:C0206686	UMLS
HP:0006747	MSH:D018305	MSH
