id,struct_id,concept_id,relationship_name,concept_name,umls_cui,snomed_full_name,cui_semantic_type,snomed_conceptid
155059,564,21000284,indication,Gonorrhea of pharynx,C0149966,Gonorrhea of pharynx,T047,74372003
155060,571,21002804,indication,Infectious disorder of joint,C0157749,Infectious disorder of joint,T047,363162000
155061,571,21002365,indication,Proteus Prostatitis,,,,
155062,565,21002615,indication,Infection due to Enterobacteriaceae,C0014347,Infection due to Enterobacteriaceae,T047,128945009
155063,594,21000712,contraindication,Hypoalbuminemia,C0239981,Hypoalbuminemia,T033,119247004
155064,594,21001086,contraindication,Spastic paralysis,C0085621,Spastic paralysis,T046,78403003
155065,593,21002706,contraindication,Atrophoderma,C0151514,Atrophoderma,T047,399979006
155066,589,21000776,contraindication,Acute intermittent porphyria,C0162565,Acute intermittent porphyria,T047,234422006
155067,581,21000580,contraindication,Hyperthyroidism,C0020550,Hyperthyroidism,T047,34486009
155068,585,21001447,contraindication,Myocardial infarction,C0027051,Myocardial infarction,T047,22298006
155069,609,21000780,contraindication,Hereditary angioneurotic edema,C0019243,Hereditary angioneurotic edema,T047,82966003
155070,609,21011007,contraindication,Smokes tobacco daily,C3266136,Smokes tobacco daily,T033,449868002
155071,609,21002035,contraindication,Peptic ulcer,C0030920,Peptic ulcer,T047,13200003
155072,605,21000783,contraindication,Deficiency of cholinesterase,C0268379,Deficiency of cholinesterase,T047,360607009
155073,607,21000229,indication,Vivax malaria,C0024537,Vivax malaria,T047,27052006
155074,616,21002198,contraindication,Acute hepatitis,C0267797,Acute hepatitis,T047,37871000
155075,610,21000528,contraindication,Family history of malignant neoplasm of breast,C1261325,Family history of malignant neoplasm of breast,T033,429740004
155076,610,21001679,contraindication,Thrombophlebitis,C0040046,Thrombophlebitis,T047,64156001
155077,616,21013864,contraindication,Acute Thromboembolic Stroke,,,,
155078,2439,21003053,contraindication,Seizure disorder,C0014544,Seizure disorder,T047,128613002
155079,2445,21000996,contraindication,Alcoholism,C0001973,Alcoholism,T048,7200002
155080,2445,21001448,off-label use,Myocardial Reinfarction Prevention,,,,
155081,2422,21002203,contraindication,Hepatic failure,C0085605,Hepatic failure,T047,59927004
155082,2424,21001773,indication,Allergic rhinitis,C2607914,Allergic rhinitis,T047,61582004
155083,2415,21002246,contraindication,Procedure on urinary system,C0545433,Procedure on urinary system,T058,118677009
155084,2422,21001522,contraindication,Second degree atrioventricular block,C0264906,Second degree atrioventricular block,T047,195042002
155085,2514,21000397,off-label use,Toxoplasmosis Prevention,,,,
155086,2514,21000290,off-label use,Chancroid,C0007947,Chancroid,T047,266143009
155087,2497,21000580,contraindication,Hyperthyroidism,C0020550,Hyperthyroidism,T047,34486009
155088,2552,21001143,contraindication,Neuropathy,C0442874,Neuropathy,T047,386033004
155089,2500,21002084,off-label use,Crohn's disease,C0010346,Crohn's disease,T047,34000006
155090,2544,21001588,contraindication,Heart failure,C0018801,Heart failure,T047,84114007
155091,2459,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002
155092,2475,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
155093,2475,21000733,contraindication,Hypercalcemia,C0020437,Hypercalcemia,T047,66931009
155094,2481,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002
155095,2492,21000086,off-label use,Meningococcal meningitis,C0025294,Meningococcal meningitis,T047,192644005
155096,2483,21000412,contraindication,Infectious disease,C0009450,Infectious disease,T047,40733004
155097,972,21007662,indication,Diabetic peripheral neuropathy,C0740447,Diabetic peripheral neuropathy,T047,424736006
155098,1028,21001557,off-label use,Cardiac arrest,C0018790,Cardiac arrest,T047,410429000
155099,1043,21002287,contraindication,Retroperitoneal fibrosis,C0035357,Retroperitoneal fibrosis,T046,49120005
155100,1057,21002753,contraindication,Chloasma,C0025218,Chloasma,T047,36209000
155101,1057,21001063,contraindication,Chorea,C0008489,Chorea,T047,271700006
155102,1057,21002731,indication,Acne vulgaris,C0001144,Acne vulgaris,T047,88616000
155103,1048,21001614,contraindication,Congenital long QT syndrome,C1141890,Congenital long QT syndrome,T047,442917000
155104,1056,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
155105,1152,21002296,contraindication,Impaired renal function disorder,C0341677,Impaired renal function disorder,T047,197663003
155106,1082,21002475,contraindication,Endometriosis,C0014175,Endometriosis,T047,129103003
155107,1082,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002
155108,1085,21001002,contraindication,Alcohol intoxication,C0001969,Alcohol intoxication,T048,25702006
155109,1129,21000404,contraindication,Sarcoidosis,C0036202,Sarcoidosis,T047,31541009
155110,1110,21001469,contraindication,Disorder of coronary artery,C1956346,Disorder of coronary artery,T047,414024009
155111,1118,21000604,contraindication,Diabetes mellitus,C0011849,Diabetes mellitus,T047,73211009
155112,1097,21000604,contraindication,Diabetes mellitus,C0011849,Diabetes mellitus,T047,73211009
155113,1064,21002361,contraindication,Benign prostatic hyperplasia,C1739363,Benign prostatic hyperplasia,T047,266569009
155114,1071,21003125,indication,Edema,C0013604,Edema,T046,267038008
155115,1077,21001211,contraindication,Glaucoma,C0017601,Glaucoma,T047,23986001
155116,4441,21000726,contraindication,Hyperphosphatemia,C0085681,Hyperphosphatemia,T047,20165001
155117,4480,21000750,contraindication,Body fluid retention,C0268000,Body fluid retention,T046,43498006
155118,4480,21003125,contraindication,Edema,C0013604,Edema,T046,267038008
155119,4454,21000584,contraindication,Hypothyroidism,C0020676,Hypothyroidism,T047,40930008
155120,4454,21001435,contraindication,Hypertensive urgency,C0745138,Hypertensive urgency,T047,443482000
155121,4380,21001204,contraindication,Ocular hypertension,C0028840,Ocular hypertension,T047,4210003
155122,4380,21000951,contraindication,Hypomania,C0241934,Hypomania,T048,231496004
155123,4485,21002671,indication,Discoid lupus erythematosus,C0024138,Discoid lupus erythematosus,T047,200938002
155124,4348,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001
155125,4296,21003302,contraindication,Central nervous system depression,C0151559,Central nervous system depression,T047,418072004
155126,4296,21000039,contraindication,Acute tuberculosis,C0275959,Acute tuberculosis,T047,25629007
155127,4296,21000593,indication,Thyroid Gland Radiation Protection,,,,
155128,4310,21001607,contraindication,Severe Cardiac Disease,,,,
155129,4288,21003202,contraindication,Dyspnea,C0013404,Dyspnea,T184,267036007
155130,4278,21003053,contraindication,Seizure disorder,C0014544,Seizure disorder,T047,128613002
155131,4324,21002264,indication,Renal Osteodystrophy with Hyperphosphatemia,,,,
155132,4296,21000842,contraindication,Anemia,C0002871,Anemia,T047,271737000
155133,4288,21002283,indication,Struvite Renal Calculi,,,,
155134,4279,21001361,indication,Red eye,C0235267,Red eye,T184,75705005
155135,4287,21001554,contraindication,Ventricular fibrillation,C0042510,Ventricular fibrillation,T047,71908006
155136,4287,21002259,contraindication,End stage renal disease,C0022661,End stage renal disease,T047,46177005
155137,4510,21003346,contraindication,Poisoning by acetaminophen,C0237963,Poisoning by acetaminophen,T037,70273001
155138,4519,21000636,contraindication,Adrenal cortical hypofunction,C0405580,Adrenal cortical hypofunction,T047,386584007
155139,4519,21002267,indication,Renal tubular acidosis,C0001126,Renal tubular acidosis,T047,1776003
155140,4510,21000996,contraindication,Alcoholism,C0001973,Alcoholism,T048,7200002
155141,4532,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
155142,4664,21002091,contraindication,Toxic megacolon,C0025162,Toxic megacolon,T047,28536002
155143,4621,21000703,contraindication,Hypertriglyceridemia,C0020557,Hypertriglyceridemia,T033,302870006
155144,4664,21002051,contraindication,Gastritis,C0017152,Gastritis,T047,4556007
155145,4664,21002048,contraindication,Gastrointestinal ulcer,C0237938,Gastrointestinal ulcer,T047,40845000
155146,4554,21000038,contraindication,Pulmonary tuberculosis,C0041327,Pulmonary tuberculosis,T047,154283005
155147,4665,21001973,contraindication,Aphthous ulcer of mouth,C0038363,Aphthous ulcer of mouth,T047,426965005
155148,625,21000723,contraindication,Hypomagnesemia,C0151723,Hypomagnesemia,T033,190855004
155149,625,40248991,contraindication,Acutely Decompensated HF Requiring Parenteral Inotropic Therapy,,,,
155150,618,21001594,contraindication,Disorder of cardiovascular system,C0007222,Disorder of cardiovascular system,T047,49601007
155151,633,21001216,contraindication,Bilateral cataracts,C0521707,Bilateral cataracts,T020,95722004
155152,633,21000178,contraindication,Ophthalmic herpes simplex,C0019357,Ophthalmic herpes simplex,T047,186542001
155153,633,21003336,contraindication,Nasal Trauma,,,,
155154,636,21000313,indication,Tinea cruris,C1384589,Tinea cruris,T047,399029005
155155,678,21011841,off-label use,Diabetic Foot Infection Due to Gram-Positive Bacteria,,,,
155156,678,21002584,indication,Infection due to anaerobic bacteria,C0854328,Infection due to anaerobic bacteria,T047,423451008
155157,678,21001806,indication,Staphylococcal pneumonia,C0032308,Staphylococcal pneumonia,T047,22754005
155158,678,21002474,off-label use,Gardnerella Vaginalis Bacterial Vaginosis,,,,
155159,678,21002419,indication,Anaerobic Pelvic Cellulitis,,,,
155160,669,21002791,indication,Staphylococcus Aureus Joint Infection,,,,
155161,669,21000102,indication,Sepsis due to Pseudomonas,C2887096,Sepsis due to Pseudomonas,T047,448813005
155162,666,21002059,indication,Indigestion,C0013395,Indigestion,T184,162031009
155163,666,21000689,off-label use,Cystinuria,C0010691,Cystinuria,T047,85020001
155164,663,21001566,contraindication,Prolonged QT interval,C0151878,Prolonged QT interval,T033,111975006
155165,711,21013508,indication,Partial Epilepsy Treatment Adjunct,,,,
155166,708,21001179,contraindication,Retinal hemorrhage,C0035317,Retinal hemorrhage,T046,28998008
155167,691,21000878,contraindication,Thrombocytopenic disorder,C0040034,Thrombocytopenic disorder,T033,302215000
155168,725,21013727,contraindication,Sleep automatism,C0424284,Sleep automatism,T184,247962006
155169,2620,21005289,contraindication,Hashimoto thyroiditis,C0677607,Hashimoto thyroiditis,T047,21983002
155170,2620,21008952,contraindication,Hepatic encephalopathy,C0019151,Hepatic encephalopathy,T047,13920009
155171,2592,21000789,contraindication,Obesity,C0028754,Obesity,T047,414916001
155172,2598,21001855,indication,Pulmonary emphysema,C0034067,Pulmonary emphysema,T047,87433001
155173,2604,21003205,indication,Cough,C0010200,Cough,T184,49727002
155174,2607,21002753,contraindication,Chloasma,C0025218,Chloasma,T047,36209000
155175,2583,21000716,contraindication,Gout,C0018099,Gout,T047,90560007
155243,176,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001
155176,2607,21000571,contraindication,Humoral hypercalcemia of malignancy,C0149911,Humoral hypercalcemia of malignancy,T047,47709007
155177,2593,21001614,contraindication,Congenital long QT syndrome,C1141890,Congenital long QT syndrome,T047,442917000
155178,2572,21002072,indication,E. Coli Complicated Appendicitis,,,,
155179,2706,21003043,contraindication,Concentration Difficulty,,,,
155180,2715,21000948,contraindication,Schizophrenia,C0036341,Schizophrenia,T048,58214004
155181,2707,21003246,contraindication,Diarrhea,C0011991,Diarrhea,T184,62315008
155182,2656,21000099,indication,Sepsis due to Gram negative bacteria,C3163829,Sepsis due to Gram negative bacteria,T047,449082003
155183,2657,21000496,contraindication,"Leukemia, disease",C0023418,"Leukemia, disease",T191,93143009
155184,2684,21001149,contraindication,Myasthenia gravis,C0026896,Myasthenia gravis,T047,91637004
155185,2699,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002
155186,2638,21001495,indication,Pericardial Malignant Effusions,,,,
155187,2684,21000169,indication,Herpes zoster keratitis,C1275687,Herpes zoster keratitis,T047,397573005
155188,2639,21000919,contraindication,Alcohol withdrawal syndrome,C0236663,Alcohol withdrawal syndrome,T047,191480000
155189,2639,21000526,contraindication,Carcinoma of female breast,C3163805,Carcinoma of female breast,T191,447782002
155190,2656,21002122,indication,E. Coli Peritonitis,,,,
155191,2676,21001149,contraindication,Myasthenia gravis,C0026896,Myasthenia gravis,T047,91637004
155192,2677,21001855,indication,Pulmonary emphysema,C0034067,Pulmonary emphysema,T047,87433001
155193,2727,21000756,contraindication,Hypokalemia,C0020621,Hypokalemia,T033,43339004
155194,2738,21001675,contraindication,Peripheral vascular disease,C0085096,Peripheral vascular disease,T047,400047006
155195,1261,21000295,indication,Rectal Chlamydia Trachomatis Infection,,,,
155196,1567,21003053,contraindication,Seizure disorder,C0014544,Seizure disorder,T047,128613002
155197,1231,21000803,indication,Iron deficiency anemia,C0162316,Iron deficiency anemia,T047,87522002
155198,1236,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
155199,1239,21001566,contraindication,Prolonged QT interval,C0151878,Prolonged QT interval,T033,111975006
155200,1245,21002784,contraindication,Disorder of connective tissue,C0009782,Disorder of connective tissue,T047,105969002
155201,1258,21006013,contraindication,Metabolic alkalosis,C0220983,Metabolic alkalosis,T047,1388004
155202,1225,21000756,contraindication,Hypokalemia,C0020621,Hypokalemia,T033,43339004
155203,1240,21000192,contraindication,Chronic type B viral hepatitis,C0524909,Chronic type B viral hepatitis,T047,61977001
155204,1241,21007238,indication,CMV Retinitis in AIDS Patients,,,,
155205,1261,21000290,indication,Chancroid,C0007947,Chancroid,T047,266143009
155206,1261,21006076,off-label use,Synergy for Listeria Monocytogenes Septicemia,,,,
155207,1218,21000962,contraindication,Psychotic disorder,C0033975,Psychotic disorder,T048,69322001
155208,1213,21001071,contraindication,Neuroleptic malignant syndrome,C0027849,Neuroleptic malignant syndrome,T047,15244003
155209,1164,21001709,contraindication,Low blood pressure,C0020649,Low blood pressure,T033,45007003
155210,1164,21001116,contraindication,Migraine,C0149931,Migraine,T047,37796009
155211,1176,21001447,contraindication,Myocardial infarction,C0027051,Myocardial infarction,T047,22298006
155212,1164,21001578,contraindication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003
155213,1210,21000649,indication,Primary Hypogonadism due to Bilateral Torsion,,,,
155214,1189,21001329,contraindication,Optic neuritis,C0029134,Optic neuritis,T047,66760008
155215,1189,21001874,contraindication,Extrinsic allergic alveolitis,C0002390,Extrinsic allergic alveolitis,T047,37471005
155216,1176,21010499,indication,Prevention of Paroxysmal Supraventricular Tachycardia,,,,
155217,1176,21001578,contraindication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003
155218,1336,21003070,contraindication,Continuous fever,C0424767,Continuous fever,T033,271751000
155219,1336,21001990,contraindication,Achalasia of esophagus,C0014848,Achalasia of esophagus,T047,45564002
155220,1301,21003023,contraindication,Surgical procedure,C0543467,Surgical procedure,T058,387713003
155221,1334,21001660,contraindication,Arterial thrombosis,C0151942,Arterial thrombosis,T047,65198009
155222,1277,21000746,contraindication,Dehydration,C0011175,Dehydration,T047,34095006
155223,4511,21000793,contraindication,Hypervitaminosis D,C1442839,Hypervitaminosis D,T047,27712000
155224,4512,21000413,contraindication,Acute infectious disease,C0275518,Acute infectious disease,T047,63171007
155225,24,21006452,off-label use,Arginase deficiency,C0268548,Arginase deficiency,T047,23501004
155226,25,21002203,contraindication,Hepatic failure,C0085605,Hepatic failure,T047,59927004
155227,39,21002109,contraindication,Gastrointestinal obstruction,C0236124,Gastrointestinal obstruction,T046,126765001
155228,56,21013832,contraindication,"Metabolic acidosis, normal anion gap, acidifying salts",C0085569,"Metabolic acidosis, normal anion gap, acidifying salts",T047,18104000
155229,66,21001914,contraindication,Decreased respiratory function,C0235063,Decreased respiratory function,T046,80954004
155230,58,21000818,contraindication,Hemolytic anemia,C0002878,Hemolytic anemia,T047,61261009
155231,59,21013500,contraindication,Senile dementia,C0011268,Senile dementia,T048,15662003
155232,78,21001022,contraindication,Depressive disorder,C0011581,Depressive disorder,T048,35489007
155233,102,21000267,indication,Acute gonococcal cervicitis,C0153195,Acute gonococcal cervicitis,T047,20943002
155234,138,21000814,contraindication,Hb SS disease,C0002895,Hb SS disease,T047,127040003
155235,138,21013423,indication,Congenital Heart Defect Requiring Open Patent Ductus Arteriosus,,,,
155236,157,21004732,off-label use,Infection by Yersinia enterocolitica,C0238528,Infection by Yersinia enterocolitica,T047,80960004
155237,157,21001818,off-label use,Citrobacter Pneumonia,,,,
155238,112,21000404,contraindication,Sarcoidosis,C0036202,Sarcoidosis,T047,31541009
155239,124,21005422,off-label use,Neonatal Phosphoribosylpyrophosphate Synthetase Superactivity,,,,
155240,119,21001639,contraindication,Renal artery stenosis,C0035067,Renal artery stenosis,T047,302233006
155241,180,21001054,contraindication,Parkinsonism,C0242422,Parkinsonism,T047,32798002
155242,176,21013773,contraindication,Syncope due to Bradycardia,,,,
155244,176,21000756,contraindication,Hypokalemia,C0020621,Hypokalemia,T033,43339004
155245,176,21001555,indication,Prevention of Ventricular Fibrillation,,,,
155246,734,21001353,contraindication,Fungal infection of eye,C0015405,Fungal infection of eye,T047,31194008
155247,769,21001837,indication,Thick Bronchial Secretions,,,,
155248,759,21000074,off-label use,Mycobacteriosis,C0026918,Mycobacteriosis,T047,88415009
155249,759,21002326,indication,Bacterial urinary infection,C0729524,Bacterial urinary infection,T047,312124009
155250,811,21001149,contraindication,Myasthenia gravis,C0026896,Myasthenia gravis,T047,91637004
155251,783,21000094,indication,Sepsis due to Staphylococcus aureus,C2887088,Sepsis due to Staphylococcus aureus,T047,448417001
155252,786,21000485,indication,"Acute myeloid leukemia, disease",C0023467,"Acute myeloid leukemia, disease",T191,91861009
155253,784,21003258,indication,Increased Urinary Frequency,,,,
155254,824,21001879,indication,Berylliosis,C0005138,Berylliosis,T037,8247009
155255,818,21003131,contraindication,Cholestasis of pregnancy,C0268318,Cholestasis of pregnancy,T047,235888006
155256,818,21002775,contraindication,Systemic lupus erythematosus,C0024141,Systemic lupus erythematosus,T047,55464009
155257,2739,21000836,contraindication,Bone marrow depression,C0151773,Bone marrow depression,T047,307762000
155258,2726,21000047,contraindication,Tuberculosis of eye,C0041322,Tuberculosis of eye,T047,49107007
155259,2726,21013739,contraindication,Oral infection,C0555971,Oral infection,T047,275393007
155260,2726,21000319,contraindication,Candidiasis of mouth,C0006849,Candidiasis of mouth,T047,79740000
155261,2770,21001763,contraindication,Nasal polyp,C0027430,Nasal polyp,T190,52756005
155262,2770,21003053,contraindication,Seizure disorder,C0014544,Seizure disorder,T047,128613002
155263,2770,21003578,contraindication,Benzodiazepine Toxicity,,,,
155264,2770,21003037,contraindication,Unconscious,C0041657,Unconscious,T033,418107008
155265,2811,21000759,contraindication,Disorder of electrolytes,C1704431,Disorder of electrolytes,T046,237840007
155266,2815,21001501,contraindication,Aortic valve stenosis,C0003507,Aortic valve stenosis,T047,60573004
155267,2807,21001511,indication,Diphtheroid Prosthetic Heart Valve Endocarditis,,,,
155268,2825,21000472,off-label use,Mycosis fungoides,C0026948,Mycosis fungoides,T191,118618005
155269,2831,21003015,contraindication,Repeated Blood Transfusions,,,,
155270,2819,21001146,contraindication,Peripheral nerve disease,C0031117,Peripheral nerve disease,T047,302226006
155271,2819,21003146,contraindication,Weight gain finding,C0043094,Weight gain finding,T033,8943002
155272,2838,21000683,indication,Vitamin deficiency,C1510471,Vitamin deficiency,T047,85670002
155273,2777,21002446,indication,Bacteroides Endomyometritis,,,,
155274,2798,21013407,off-label use,Prevention of Herpes Zoster in Immunocompromised Patient,,,,
155275,1319,21001606,contraindication,Heart disease,C0018799,Heart disease,T047,56265001
155276,1310,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
155277,1379,21003237,contraindication,Incontinence of feces,C0015732,Incontinence of feces,T047,72042002
155278,1349,21002706,contraindication,Atrophoderma,C0151514,Atrophoderma,T047,399979006
155279,1358,21000879,contraindication,Thrombocytopenic disorder,C0040034,Thrombocytopenic disorder,T033,302215000
155280,1364,21003328,contraindication,Burn injury,C0006434,Burn injury,T037,48333001
155281,1373,21002766,contraindication,Denuded skin,C1626417,Denuded skin,T033,418242004
155282,1385,21000780,contraindication,Hereditary angioneurotic edema,C0019243,Hereditary angioneurotic edema,T047,82966003
155283,1385,21001578,indication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003
155284,1385,21013402,contraindication,Anaphylaxis,C0002792,Anaphylaxis,T046,39579001
155285,1385,21002180,contraindication,Cirrhosis of liver,C0023890,Cirrhosis of liver,T047,19943007
155286,1384,21004068,contraindication,Secondary angle-closure glaucoma,C0271149,Secondary angle-closure glaucoma,T047,21571006
155287,1384,21000723,contraindication,Hypomagnesemia,C0151723,Hypomagnesemia,T033,190855004
155288,1400,21002695,off-label use,Severe Pruritus,,,,
155289,1402,21001149,contraindication,Myasthenia gravis,C0026896,Myasthenia gravis,T047,91637004
155290,1402,21000604,contraindication,Diabetes mellitus,C0011849,Diabetes mellitus,T047,73211009
155291,1400,21012216,contraindication,Theophylline Toxicity,,,,
155292,1394,21001473,contraindication,Myocardial ischemia,C0151744,Myocardial ischemia,T047,414795007
155293,1395,21001670,off-label use,Vasculitis of the skin,C0262988,Vasculitis of the skin,T047,53312001
155294,1395,21002671,indication,Discoid lupus erythematosus,C0024138,Discoid lupus erythematosus,T047,200938002
155295,1395,21000436,off-label use,Hypercalcemia associated with Sarcoidosis,,,,
155296,1402,21001204,contraindication,Ocular hypertension,C0028840,Ocular hypertension,T047,4210003
155297,1388,21002677,indication,Granuloma annulare,C0085074,Granuloma annulare,T047,65508009
155298,1388,21003410,indication,Transfusion reaction due to serum protein reaction,C0036830,Transfusion reaction due to serum protein reaction,T047,72284000
155299,1388,21000042,contraindication,Inactive tuberculosis,C0275966,Inactive tuberculosis,T047,11999007
155300,1392,21000985,contraindication,Suicidal thoughts,C0424000,Suicidal thoughts,T033,6471006
155301,1388,21000471,indication,Hodgkin's disease,C0019829,Hodgkin's disease,T191,118599009
155302,1388,21001372,indication,Infective otitis externa,C0021355,Infective otitis externa,T047,86981007
155303,1511,21001447,contraindication,Myocardial infarction,C0027051,Myocardial infarction,T047,22298006
155304,1519,21002320,indication,Urinary tract infectious disease,C0042029,Urinary tract infectious disease,T047,68566005
155305,1527,21002586,off-label use,Paronychia,C0030578,Paronychia,T047,71906005
155306,1527,21000340,indication,Paracoccidioidomycosis,C0030409,Paracoccidioidomycosis,T047,59925007
155307,1527,21000326,indication,Disseminated candidiasis,C0153252,Disseminated candidiasis,T047,70572005
155308,1445,21004247,contraindication,Acute cerebrovascular insufficiency,C0265115,Acute cerebrovascular insufficiency,T047,29322000
155309,1447,21003007,indication,Renal function study,C0022662,Renal function study,T059,44277000
155310,1499,21003186,indication,Hypovolemic shock,C0020683,Hypovolemic shock,T046,39419009
155311,192,21000026,contraindication,Pseudomembranous enterocolitis,C0014358,Pseudomembranous enterocolitis,T047,397683000
155312,192,21001796,indication,Pneumococcal pneumonia,C0155862,Pneumococcal pneumonia,T047,233607000
155313,184,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
155314,198,21001485,off-label use,Prevention of Bacterial Endocarditis,,,,
155315,198,21002278,contraindication,Uric acid renal calculus,C0558595,Uric acid renal calculus,T047,274401005
155316,197,21000326,indication,Disseminated candidiasis,C0153252,Disseminated candidiasis,T047,70572005
155317,197,21000756,contraindication,Hypokalemia,C0020621,Hypokalemia,T033,43339004
155318,197,21004186,indication,Candidal meningitis,C0153256,Candidal meningitis,T047,45021001
155319,201,21001512,contraindication,Idiopathic hypertrophic subaortic stenosis,C0700053,Idiopathic hypertrophic subaortic stenosis,T019,360465008
155320,201,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
155321,282,21001077,contraindication,Disorder of autonomic nervous system,C1145628,Disorder of autonomic nervous system,T047,15241006
155322,279,21002122,indication,E. Coli Peritonitis,,,,
155323,276,21003292,contraindication,Liver function tests abnormal,C0151766,Liver function tests abnormal,T033,166603001
155324,271,21005429,indication,Seasonal allergic rhinitis,C0018621,Seasonal allergic rhinitis,T047,367498001
155325,841,21001211,contraindication,Glaucoma,C0017601,Glaucoma,T047,23986001
155326,842,21000742,contraindication,Metabolic acidosis,C0220981,Metabolic acidosis,T046,59455009
155327,842,21000636,contraindication,Adrenal cortical hypofunction,C0405580,Adrenal cortical hypofunction,T047,386584007
155328,842,21002080,contraindication,Hiatal hernia,C3489393,Hiatal hernia,T190,84089009
155329,865,21002203,contraindication,Hepatic failure,C0085605,Hepatic failure,T047,59927004
155330,844,21001053,contraindication,Reye's syndrome,C0035400,Reye's syndrome,T047,74351001
155331,863,21000741,contraindication,Respiratory acidosis,C0001127,Respiratory acidosis,T047,12326000
155332,865,21001271,contraindication,Corneal erosion,C0392163,Corneal erosion,T047,50792001
155333,912,21001432,contraindication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003
155334,901,21003278,contraindication,Hyperglycemia,C0020456,Hyperglycemia,T047,80394007
155335,886,21002361,contraindication,Benign prostatic hyperplasia,C1739363,Benign prostatic hyperplasia,T047,266569009
155336,886,21002213,contraindication,Disorder of gallbladder,C0016977,Disorder of gallbladder,T047,39621005
155337,875,21002475,contraindication,Endometriosis,C0014175,Endometriosis,T047,129103003
155338,869,21000735,contraindication,Hypernatremia,C0020488,Hypernatremia,T047,39355002
155339,880,21001594,contraindication,Disorder of cardiovascular system,C0007222,Disorder of cardiovascular system,T047,49601007
155340,968,21000703,contraindication,Hypertriglyceridemia,C0020557,Hypertriglyceridemia,T033,302870006
155341,946,21001520,contraindication,Atrioventricular block,C0004245,Atrioventricular block,T047,233917008
155342,961,21001288,off-label use,Ocular rosacea,C0406486,Ocular rosacea,T047,200933006
155343,965,21002247,contraindication,Nephrotic syndrome,C0027726,Nephrotic syndrome,T047,52254009
155344,960,21000521,indication,Malignant tumor of lung,C0242379,Malignant tumor of lung,T191,363358000
155345,2806,21003277,contraindication,Azotemia,C0242528,Azotemia,T047,445009001
155346,2776,21013562,contraindication,Gastrointestinal hypomotility,C0948779,Gastrointestinal hypomotility,T047,421807004
155347,3174,21003452,indication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001
155348,3135,21000584,contraindication,Hypothyroidism,C0020676,Hypothyroidism,T047,40930008
155349,2870,21013938,indication,Initial insomnia,C0393760,Initial insomnia,T048,59050008
155350,3070,21001631,contraindication,Cerebral arteriosclerosis,C0877854,Cerebral arteriosclerosis,T047,65312002
155351,2990,21008311,contraindication,Impaired renal function disorder,C0341677,Impaired renal function disorder,T047,197663003
155352,3188,21001063,contraindication,Chorea,C0008489,Chorea,T047,271700006
155353,3128,21000882,contraindication,Agranulocytosis,C0001824,Agranulocytosis,T047,17182001
155354,3050,21003036,contraindication,Drowsy,C0013144,Drowsy,T033,271782001
155355,3128,21002256,contraindication,Acute nephropathy,C0268734,Acute nephropathy,T047,58574008
155356,3096,21002109,contraindication,Gastrointestinal obstruction,C0236124,Gastrointestinal obstruction,T046,126765001
155357,3135,21000412,contraindication,Infectious disease,C0009450,Infectious disease,T047,40733004
155358,3142,21000169,contraindication,Herpes zoster keratitis,C1275687,Herpes zoster keratitis,T047,397573005
155359,2847,21001655,indication,Thromboembolic disorder,C0040038,Thromboembolic disorder,T047,371039008
155360,2855,21001869,indication,Asthma management,C1318955,Asthma management,T058,406162001
155361,2855,21003292,contraindication,Liver function tests abnormal,C0151766,Liver function tests abnormal,T033,166603001
155362,2840,21002241,contraindication,Malabsorption States,,,,
155363,2846,21013951,contraindication,Poor metabolizer due to cytochrome p450 CYP2C19 variant,C1827468,Poor metabolizer due to cytochrome p450 CYP2C19 variant,T047,424500005
155364,1500,21003368,contraindication,Drug AND/OR toxin-induced diarrhea,C0267558,Drug AND/OR toxin-induced diarrhea,T047,65979008
155365,1427,21001022,indication,Depressive disorder,C0011581,Depressive disorder,T048,35489007
155366,1427,21001206,contraindication,Angle-closure glaucoma,C0017605,Angle-closure glaucoma,T047,392291006
155367,1508,21004247,contraindication,Acute cerebrovascular insufficiency,C0265115,Acute cerebrovascular insufficiency,T047,29322000
