struct_id	relationship_name	disease_name	umls_cui	snomed_conceptid
594	contraindication	Gastric ulcer	C0038358	397825006
593	contraindication	Dependent drug abuse	C1510472	6525002
589	contraindication	Disease of liver	C0023895	235856003
585	contraindication	Acute hepatitis	C0267797	37871000
585	contraindication	Arteriosclerotic vascular disease	C0003850	72092001
609	contraindication	Hypercholesterolemia	C0020443	13644009
609	contraindication	Angina pectoris	C0002962	194828000
607	contraindication	Hearing disorder	C0260662	128540005
616	contraindication	Dehydration	C0011175	34095006
616	contraindication	Poisoning by acetaminophen	C0237963	70273001
610	contraindication	Pregnancy, function	C0032961	289908002
610	contraindication	Endometrial carcinoma	C0476089	254878006
622	contraindication	Hypopituitarism	C0020635	74728003
625	contraindication	Hypercholesterolemia	C0020443	13644009
625	contraindication	Severe chronic obstructive pulmonary disease	C0730607	313299006
623	contraindication	Disorder of cardiovascular system	C0007222	49601007
659	contraindication	Transplant of kidney	C0022671	70536003
633	indication	Seasonal allergic rhinitis	C0018621	367498001
633	indication	Allergic rhinitis	C2607914	61582004
636	indication	Tinea pedis	C0040259	6020002
678	contraindication	Eczema	C0013595	43116000
676	contraindication	Pyloric obstruction	C1541124	244815007
669	indication	Infection due to Escherichia coli	C0014836	71057007
668	contraindication	Hepatic failure	C0085605	59927004
666	contraindication	Adrenal cortical hypofunction	C0405580	386584007
1072	contraindication	Leukopenia	C0023530	84828003
1261	off-label use	Enterocolitis	C0014356	43752006
1567	contraindication	Gastric ulcer	C0038358	397825006
1239	indication	Allergic asthma	C0155877	389145006
1567	contraindication	Cardiovascular event risk	C1273410	395112001
1245	contraindication	Disease of liver	C0023895	235856003
1214	contraindication	Coma	C0009421	371632003
1231	contraindication	Dehydration	C0011175	34095006
1225	contraindication	Osteopenia	C0029453	312894000
1236	contraindication	Hemorrhagic cerebral infarction	C0472369	230706003
1225	contraindication	Conduction disorder of the heart	C0264886	44808001
1272	contraindication	Bradycardia	C0428977	48867003
1225	contraindication	Operation on nose	C0188970	88733004
1209	contraindication	Leukopenia	C0023530	84828003
1213	contraindication	Congenital long QT syndrome	C1141890	442917000
1213	contraindication	Anemia	C0002871	271737000
1213	contraindication	Coma	C0009421	371632003
1176	contraindication	Sick sinus syndrome	C0037052	36083008
1208	indication	Allergic conjunctivitis	C0009766	473460002
1209	indication	Premenstrual dysphoric disorder	C0520676	596004
1170	contraindication	Angle-closure glaucoma	C0017605	392291006
1187	indication	Cryptococcal meningitis	C0085436	14232007
1210	contraindication	Breast lump	C0024103	89164003
1171	contraindication	Breastfeeding (mother)	C1623040	413712001
1189	contraindication	Seizure disorder	C0014544	128613002
1189	contraindication	Autoimmune thrombocytopenia	C0242584	128091003
1189	contraindication	Liver function tests abnormal	C0151766	166603001
1205	indication	Pruritus of genital organs	C0033777	267802000
1191	contraindication	Bilateral cataracts	C0521707	95722004
1336	contraindication	Arteriosclerotic vascular disease	C0003850	72092001
1336	indication	Allergic rhinitis	C2607914	61582004
1334	contraindication	Hypertensive urgency	C0745138	443482000
1334	contraindication	Kidney disease	C0022658	90708001
1314	contraindication	Alcohol intoxication	C0001969	25702006
1334	indication	Nasal congestion	C0027424	68235000
1329	contraindication	Hypokalemia	C0020621	43339004
1286	contraindication	Impaired renal function disorder	C0341677	197663003
4343	contraindication	Multiple sclerosis	C0026769	24700007
4355	contraindication	Disorder of brain	C0006111	81308009
4456	indication	Disorder of musculoskeletal system	C0026857	928000
4441	indication	Postmenopausal osteoporosis	C0029458	102447009
4480	contraindication	Hepatic failure	C0085605	59927004
4380	contraindication	Suicidal thoughts	C0424000	6471006
4485	indication	Lichen simplex chronicus	C0149922	53891004
4348	contraindication	Agoraphobia	C0001818	70691001
4383	contraindication	Hypercalciuria	C0020438	71938000
4451	contraindication	Porphyria	C0032708	418470004
4288	indication	Peptic ulcer	C0030920	13200003
4283	contraindication	Exacerbation of asthma	C0349790	281239006
4507	contraindication	Bilateral cataracts	C0521707	95722004
4523	contraindication	Atrial flutter	C0004239	5370000
4603	contraindication	Hypertensive disorder	C0020538	38341003
4662	contraindication	Gastrointestinal hemorrhage	C0017181	74474003
4662	contraindication	Hepatic failure	C0085605	59927004
4662	indication	Fever	C0015967	386661006
4507	indication	Pruritus ani	C0033775	90446007
4616	contraindication	Acute nephropathy	C0268734	58574008
1983	off-label use	Asthma	C0004096	195967001
1986	contraindication	Perforation of nasal septum	C0235761	80142000
2132	indication	Sinus headache	C0037195	4969004
2100	contraindication	Parkinsonism	C0242422	32798002
2113	contraindication	Anemia	C0002871	271737000
2113	contraindication	Open-angle glaucoma	C0017612	84494001
2123	contraindication	Low blood pressure	C0020649	45007003
2041	contraindication	Sinus bradycardia	C0085610	49710005
2041	contraindication	Stokes-Adams syndrome	C0001396	46935006
2095	contraindication	Anemia	C0002871	271737000
2108	contraindication	Acute cerebrovascular insufficiency	C0265115	29322000
2097	contraindication	Gastrointestinal ulcer	C0237938	40845000
2083	indication	Infective otitis media	C0729586	312218008
2082	indication	Abscess of lung	C0024110	73452002
2044	off-label use	Aphakic glaucoma	C0271154	15374009
2052	contraindication	Hypoxia	C0242184	389086002
2085	contraindication	Acute intermittent porphyria	C0162565	234422006
2067	indication	Chronic intestinal amebiasis	C0002440	186117001
2132	contraindication	Myocardial infarction in recovery phase	C1633725	418044006
2132	contraindication	Acute coronary syndrome	C0948089	394659003
2134	contraindication	Peptic ulcer	C0030920	13200003
2146	contraindication	Substance abuse	C0740858	66214007
2146	contraindication	Benign intracranial hypertension	C0033845	68267002
2146	contraindication	Hepatic failure	C0085605	59927004
2146	contraindication	Pseudomembranous enterocolitis	C0014358	397683000
704	contraindication	Gout	C0018099	90560007
703	contraindication	Substance abuse	C0740858	66214007
725	contraindication	Hypertensive urgency	C0745138	443482000
725	contraindication	Alcohol intoxication	C0001969	25702006
720	indication	Staphylococcal septicemia	C0152965	111821004
725	contraindication	Cardiovascular event risk	C1273410	395112001
734	contraindication	Herpes simplex keratitis	C0019357	9389005
734	contraindication	Gastric ulcer	C0038358	397825006
741	indication	Allergic rhinitis	C2607914	61582004
812	off-label use	Chronic idiopathic urticaria	C0578870	302162004
1331	contraindication	Liver function tests abnormal	C0151766	166603001
464	indication	Rickets	C0035579	41345002
1310	contraindication	Kidney stone	C0022650	95570007
1379	contraindication	Spastic paralysis	C0085621	78403003
1384	indication	Hypertensive disorder	C0020538	38341003
1358	contraindication	Bacterial endocarditis	C0014121	301183007
1379	contraindication	Thrombocytopenic disorder	C0040034	302215000
1380	contraindication	Chronic heart failure	C0264716	48447003
1343	contraindication	Chronic myocardial ischemia	C0264694	413844008
1385	contraindication	Disorder of connective tissue	C0009782	105969002
1385	contraindication	Acute exacerbation of asthma	C0347950	708038006
1384	contraindication	Injury of head	C0018674	82271004
1402	contraindication	Pyloric obstruction	C1541124	244815007
1393	contraindication	Benign prostatic hyperplasia	C1739363	266569009
1400	indication	Itching of skin	C0033774	418363000
1402	contraindication	Glomerulonephritis	C0017658	36171008
1388	indication	Atopic dermatitis	C0011615	24079001
1388	indication	Bursitis	C0006444	84017003
1519	indication	Infectious disease of abdomen	C1112209	128070006
1519	indication	Infectious disorder of joint	C0157749	363162000
1490	contraindication	Diabetes mellitus	C0011849	73211009
1437	contraindication	Hemolytic anemia	C0002878	61261009
4631	contraindication	Hypovolemia	C0546884	28560003
30	off-label use	Alopecia areata	C0002171	68225006
56	contraindication	Renal tubular acidosis	C0001126	1776003
56	contraindication	Kidney disease	C0022658	90708001
90	contraindication	Pulmonary emphysema	C0034067	87433001
102	indication	Gonorrhea of rectum	C0275665	42746002
102	indication	Acute gonococcal urethritis	C0275652	29864006
156	off-label use	Drug-induced mucositis	C1274988	403666006
157	indication	Bacterial infection due to Serratia	C0085394	71120004
2146	contraindication	Insomnia	C0917801	193462001
2134	contraindication	Disorder of autonomic nervous system	C1145628	15241006
2140	contraindication	Heart valve disorder	C0018824	368009
2152	contraindication	Poisoning by phenobarbital	C0274643	64921004
2172	indication	Gilles de la Tourette's syndrome	C0040517	5158005
2149	contraindication	von Willebrand disorder	C0042974	128105004
2247	contraindication	Severe myopia	C0271183	34187009
2245	contraindication	Ophthalmic herpes simplex	C0019357	186542001
2245	contraindication	Traumatic rupture of tendon	C0151937	415749005
2245	indication	Corneal ulcer	C0010043	91514001
2233	contraindication	Hallucinations	C0018524	7011001
2291	contraindication	Myasthenia gravis	C0026896	91637004
2291	contraindication	Myocardial infarction	C0027051	22298006
3188	contraindication	Body fluid retention	C0268000	43498006
3064	contraindication	Cardiovascular event risk	C1273410	395112001
2872	contraindication	Metabolic acidosis	C0220981	59455009
3017	contraindication	Diabetes mellitus	C0011849	73211009
3188	contraindication	Hepatic failure	C0085605	59927004
2847	contraindication	Intracranial aneurysm	C0917996	128609009
2838	contraindication	Bed-ridden	C0425251	160685001
2861	contraindication	Anemia	C0002871	271737000
2868	contraindication	Hypocalcemia	C0020598	5291005
2869	contraindication	Transient ischemic attack	C0007787	266257000
2838	contraindication	Aseptic necrosis of bone of jaw	C2711248	441809006
4137	indication	Schizophrenia	C0036341	58214004
3609	contraindication	Disease of liver	C0023895	235856003
4072	contraindication	Gastrointestinal obstruction	C0236124	126765001
4114	contraindication	Alcoholism	C0001973	7200002
3927	contraindication	Hypoalphalipoproteinemia	C0473527	190785000
4129	contraindication	End stage renal disease	C0022661	46177005
4103	contraindication	Hyperphosphatemia	C0085681	20165001
4021	indication	Malignant tumor of esophagus	C0546837	363402007
4116	contraindication	Diabetes mellitus	C0011849	73211009
1497	off-label use	Tuberculosis of meninges	C0041318	58437007
1427	off-label use	Narcolepsy	C0027404	60380001
1500	contraindication	Peptic reflux disease	C0014869	57643001
1513	contraindication	Prolonged QT interval	C0151878	111975006
1505	contraindication	Slow acetylator due to N-acetyltransferase enzyme variant	C1827377	425079005
1407	contraindication	Urethral stricture	C0041974	76618002
1421	contraindication	Hyperbilirubinemia	C0020433	14783006
1572	contraindication	Neoplasm of liver	C0023903	126851005
1559	contraindication	Hyperglycemia	C0020456	80394007
1529	contraindication	Disease of liver	C0023895	235856003
1531	contraindication	Hyperparathyroidism	C0020502	66999008
1550	contraindication	Chronic diarrhea	C0401151	236071009
1551	contraindication	Cystoid macular edema	C0024440	193387007
1536	contraindication	Diabetes mellitus	C0011849	73211009
1536	contraindication	Appendicitis	C0003615	74400008
1556	contraindication	Cardiovascular event risk	C1273410	395112001
1539	contraindication	Bone marrow depression	C0151773	307762000
1700	contraindication	Disorder of cardiovascular system	C0007222	49601007
1714	contraindication	Angina pectoris	C0002962	194828000
1655	contraindication	Complete atrioventricular block	C0151517	27885002
4732	contraindication	Obstruction of bile duct	C0008370	30144000
132	contraindication	Inflammatory bowel disease	C0021390	24526004
115	contraindication	Micturition syncope	C0340855	234168001
129	contraindication	Vascular insufficiency of intestine	C2004435	82196007
158	indication	Hypertensive disorder	C0020538	38341003
158	contraindication	Diabetic renal disease	C0011881	127013003
191	contraindication	Disease of liver	C0023895	235856003
195	contraindication	Respiratory insufficiency	C0035229	409623005
197	indication	Candidiasis	C0006840	78048006
257	contraindication	Pregnancy, function	C0032961	289908002
256	contraindication	Priapism	C0033117	6273006
258	off-label use	Toxoplasmosis associated with acquired immunodeficiency syndrome	C1720498	421666009
242	contraindication	Orthostatic hypotension	C0020651	28651003
205	contraindication	Injury of head	C0018674	82271004
224	contraindication	Eye infection	C0015403	128351009
200	contraindication	Hyperglycemia	C0020456	80394007
269	contraindication	Pregnancy, function	C0032961	289908002
2303	contraindication	Secondary angle-closure glaucoma	C0271149	21571006
2279	contraindication	Migraine	C0149931	37796009
2279	indication	Secondary physiologic amenorrhea	C0232940	86030004
2279	contraindication	Hypothyroidism	C0020676	40930008
2274	contraindication	Acute disease of cardiovascular system	C1290379	128487001
2266	indication	Vivax malaria	C0024537	27052006
2266	off-label use	Pneumocystosis jiroveci pneumonia	C0032305	415125002
2267	contraindication	Kidney disease	C0022658	90708001
2326	contraindication	Alcoholism	C0001973	7200002
2320	contraindication	Bipolar disorder	C0005586	13746004
2331	indication	Vasomotor rhinitis	C0035460	8229003
2331	contraindication	Alcohol withdrawal delirium	C0001957	8635005
2389	contraindication	Orthostatic hypotension	C0020651	28651003
2389	contraindication	Seizure disorder	C0014544	128613002
2370	contraindication	Acute nephropathy	C0268734	58574008
2391	contraindication	Cirrhosis of liver	C0023890	19943007
2356	contraindication	Systemic lupus erythematosus	C0024141	55464009
2362	contraindication	Transient ischemic attack	C0007787	266257000
2351	contraindication	Smokes tobacco daily	C3266136	449868002
2726	indication	Synovitis	C0039103	416209007
2441	indication	Pulmonary arterial hypertension	C2973725	11399002
2448	contraindication	Acute pancreatitis	C0001339	197456007
2424	contraindication	Bleeding	C0019080	131148009
2448	contraindication	Asthenia	C0004093	13791008
2440	contraindication	Hepatic failure	C0085605	59927004
4133	contraindication	Neutropenic disorder	C0027947	303011007
3344	contraindication	Pyloric obstruction	C1541124	244815007
3356	contraindication	Thromboembolic disorder	C0040038	371039008
3462	contraindication	Acute nephropathy	C0268734	58574008
3487	indication	Tinea corporis	C0040252	84849002
3403	indication	Morphea	C1527383	201049004
3347	contraindication	Ventricular fibrillation	C0042510	71908006
4213	indication	Post traumatic osteoarthritis	C2894027	699262001
4202	contraindication	Disturbance of salivary secretion	C0012765	78948009
4213	indication	Articular gout	C0003868	48440001
4203	contraindication	End stage renal disease	C0022661	46177005
4240	indication	Wound	C0043250	13924000
1659	contraindication	Hepatic failure	C0085605	59927004
1690	contraindication	Myxedema	C0027145	43153006
1659	contraindication	Hypercholesterolemia	C0020443	13644009
1690	contraindication	Breastfeeding (mother)	C1623040	413712001
1665	contraindication	Atrioventricular block	C0004245	233917008
1667	contraindication	Male hypogonadism	C0151721	48723006
1711	contraindication	Coma	C0009421	371632003
1676	contraindication	Edema	C0013604	267038008
1676	contraindication	Gastritis	C0017152	4556007
1709	contraindication	Kidney disease	C0022658	90708001
1689	contraindication	Paralytic ileus	C0030446	55525008
1650	indication	Dysmenorrhea	C0013390	266599000
1690	contraindication	Thrombophlebitis	C0040046	64156001
1610	contraindication	Secondary angle-closure glaucoma	C0271149	21571006
1647	contraindication	Pregnancy, function	C0032961	289908002
1605	indication	Allergic conjunctivitis	C0009766	473460002
1587	contraindication	Diabetes mellitus	C0011849	73211009
1610	contraindication	Neonatal hyperbilirubinemia	C0857007	281610001
1768	off-label use	Shock	C0036974	27942005
1768	contraindication	Tuberculosis	C0041296	56717001
1767	contraindication	Angina pectoris	C0002962	194828000
1767	contraindication	Chronic heart failure	C0264716	48447003
1762	contraindication	Sympathectomy	C0039038	57071006
1764	contraindication	Disease of liver	C0023895	235856003
1751	indication	Rheumatoid arthritis	C0003873	69896004
1726	contraindication	Hepatic failure	C0085605	59927004
294	contraindication	Bilateral cataracts	C0521707	95722004
333	contraindication	Low blood pressure	C0020649	45007003
333	contraindication	Conduction disorder of the heart	C0264886	44808001
348	indication	Multiple sclerosis	C0026769	24700007
348	contraindication	Varicella-zoster virus infection	C0586989	309465005
329	contraindication	Conduction disorder of the heart	C0264886	44808001
323	contraindication	Eruption of skin	C0015230	271807003
380	contraindication	Disease of liver	C0023895	235856003
395	indication	Ocular hypertension	C0028840	4210003
375	contraindication	Kidney disease	C0022658	90708001
374	contraindication	Hiatal hernia	C3489393	84089009
391	contraindication	Disorder of cardiovascular system	C0007222	49601007
391	contraindication	Peripheral nerve disease	C0031117	302226006
348	indication	Löffler's syndrome	C0242459	64936001
408	contraindication	Disorder of coronary artery	C1956346	414024009
408	contraindication	Alcohol withdrawal delirium	C0001957	8635005
404	contraindication	Low blood pressure	C0020649	45007003
403	contraindication	Cerebrovascular accident	C0038454	230690007
419	indication	Asthma management	C1318955	406162001
439	contraindication	Hepatic coma	C0019147	72836002
438	contraindication	Mycosis	C0026946	3218000
438	contraindication	Portal vein obstruction	C0265029	57348003
463	contraindication	Depressive disorder	C0011581	35489007
463	contraindication	Lesion of brain	C0221505	301766008
2529	contraindication	Disease of blood AND/OR blood-forming organ	C0018939	191124002
2543	contraindication	Angina pectoris	C0002962	194828000
2543	contraindication	Liver function tests abnormal	C0151766	166603001
2548	contraindication	Acute pancreatitis	C0001339	197456007
2499	contraindication	Disease of liver	C0023895	235856003
2512	contraindication	Glomerulonephritis	C0017658	36171008
2551	contraindication	Seizure disorder	C0014544	128613002
2528	contraindication	Chronic peptic ulcer	C0700509	128287004
2552	contraindication	Prolonged QT interval	C0151878	111975006
2534	contraindication	Hypertensive disorder	C0020538	38341003
2553	contraindication	Acute nephropathy	C0268734	58574008
2477	off-label use	Aplastic anemia	C0002874	306058006
2475	off-label use	Polycystic ovaries	C0032460	69878008
2481	contraindication	Dehydration	C0011175	34095006
2492	off-label use	Diverticulitis of gastrointestinal tract	C0349774	271366000
2489	contraindication	Third degree burn injury	C0433445	80247002
2620	contraindication	Diabetes mellitus	C0011849	73211009
2620	contraindication	Chronic heart failure	C0264716	48447003
2620	contraindication	Open-angle glaucoma	C0017612	84494001
2611	off-label use	Infectious disease of abdomen	C1112209	128070006
2592	contraindication	Mania	C0338831	231494001
2607	contraindication	Deep venous thrombosis	C0149871	128053003
2616	off-label use	Actinic prurigo	C0406217	201015007
2583	contraindication	Disease of liver	C0023895	235856003
2607	contraindication	Systemic lupus erythematosus	C0024141	55464009
2607	contraindication	Uterine leiomyoma	C0042133	95315005
2607	contraindication	Neoplasm of liver	C0023903	126851005
2611	contraindication	Anemia due to enzyme deficiency	C0272053	111577008
2593	contraindication	Pathological fracture	C0016663	268029009
4212	contraindication	Third degree burn injury	C0433445	80247002
4213	indication	Infection by larvae of Trichinella spiralis	C0040896	88264003
4199	contraindication	Metabolic acidosis	C0220981	59455009
4146	contraindication	Neoplasm of prostate	C0033578	126906006
4168	contraindication	Impaired renal function disorder	C0341677	197663003
4153	contraindication	Breastfeeding (mother)	C1623040	413712001
4142	contraindication	Kidney disease	C0022658	90708001
4171	contraindication	Congenital long QT syndrome	C1141890	442917000
4173	indication	Chronic hepatitis C	C0524910	128302006
4201	contraindication	Bradycardia	C0428977	48867003
4271	off-label use	Osteopenia of prematurity	C0456127	276703007
4271	contraindication	Oliguria	C0028961	83128009
4257	indication	Indigestion	C0013395	162031009
4261	off-label use	Amenorrhea	C0002453	14302001
4268	contraindication	Disease of liver	C0023895	235856003
4253	contraindication	Appendicitis	C0003615	74400008
4246	contraindication	Perforation of tympanic membrane	C0206504	60442001
4255	contraindication	Heart disease	C0018799	56265001
4411	contraindication	Myocardial infarction	C0027051	22298006
4411	contraindication	Dehydration	C0011175	34095006
1732	contraindication	Respiratory insufficiency	C0035229	409623005
1732	contraindication	Hepatic coma	C0019147	72836002
1752	contraindication	Neutropenic disorder	C0027947	303011007
1740	indication	Insomnia	C0917801	193462001
1741	off-label use	Malignant glaucoma	C0271152	10100008
1753	indication	Low blood pressure	C0020649	45007003
842	contraindication	Shock	C0036974	27942005
1792	contraindication	Depressive disorder	C0011581	35489007
1802	contraindication	Shock	C0036974	27942005
1809	contraindication	Kidney disease	C0022658	90708001
1827	contraindication	Neonatal hyperbilirubinemia	C0857007	281610001
1827	contraindication	Low blood pressure	C0020649	45007003
1832	indication	Allergic asthma	C0155877	389145006
1795	indication	Haemophilus influenzae pneumonia	C0276026	70036007
1795	off-label use	Cholangitis	C0008311	82403002
1795	indication	Pneumonia due to Escherichia coli	C0276089	51530003
1832	contraindication	Congenital long QT syndrome	C1141890	442917000
1819	contraindication	Thrombocytopenic disorder	C0040034	302215000
1821	contraindication	Bone marrow depression	C0151773	307762000
1821	contraindication	Hepatic failure	C0085605	59927004
1845	contraindication	Disturbance of salivary secretion	C0012765	78948009
1786	contraindication	Bronchospasm	C0006266	4386001
1786	off-label use	Paroxysmal atrial tachycardia	C0030587	195069001
1779	contraindication	Diabetes mellitus	C0011849	73211009
1783	contraindication	Acute nephropathy	C0268734	58574008
1783	contraindication	Azotemia	C0242528	445009001
1883	indication	Bursitis	C0006444	84017003
1883	contraindication	Gastrointestinal ulcer	C0237938	40845000
1906	contraindication	Low blood pressure	C0020649	45007003
1887	contraindication	Disease of liver	C0023895	235856003
489	contraindication	Aplastic anemia	C0002874	306058006
488	indication	Open-angle glaucoma	C0017612	84494001
489	indication	Tonic-clonic epilepsy	C0014549	352818000
470	contraindication	Kidney disease	C0022658	90708001
475	contraindication	Disease of liver	C0023895	235856003
475	contraindication	Systemic lupus erythematosus	C0024141	55464009
499	contraindication	Urinary tract obstruction	C0178879	7163005
494	contraindication	Acidosis	C0001122	51387008
494	indication	Nasal congestion	C0027424	68235000
494	contraindication	Myocardial ischemia	C0151744	414795007
489	contraindication	Impaired renal function disorder	C0341677	197663003
543	contraindication	Pseudomembranous enterocolitis	C0014358	397683000
525	indication	Infection of skin AND/OR subcutaneous tissue	C0178299	19824006
527	indication	Haemophilus influenzae pneumonia	C0276026	70036007
527	indication	Infection of skin AND/OR subcutaneous tissue	C0178299	19824006
556	contraindication	Acute nephropathy	C0268734	58574008
550	indication	Bacterial pneumonia	C0004626	53084003
550	indication	Abscess of lung	C0024110	73452002
550	indication	Septicemia due to Bacteroides	C0276064	79587009
2611	contraindication	Decreased respiratory function	C0235063	80954004
2581	contraindication	Pseudomembranous enterocolitis	C0014358	397683000
2590	contraindication	Stupor	C0085628	89458003
2706	contraindication	Pregnancy, function	C0032961	289908002
2725	off-label use	Chronic hepatitis	C0019189	76783007
2705	contraindication	Retention of urine	C0080274	267064002
2711	contraindication	Poisoning by acetaminophen	C0237963	70273001
2725	contraindication	Disease of liver	C0023895	235856003
2713	contraindication	Carcinoma of female breast	C3163805	447782002
2684	indication	Sepsis of the newborn	C0456103	206376005
2639	contraindication	Tardive dyskinesia	C0686347	102449007
2632	contraindication	Drug-induced hepatitis	C1262760	235876009
2633	contraindication	Primary adrenocortical insufficiency	C0001403	373662000
2677	contraindication	Impaired renal function disorder	C0341677	197663003
2677	contraindication	Retention of urine	C0080274	267064002
2762	contraindication	Bladder outflow obstruction	C0403654	236645006
2745	contraindication	Atony of colon	C0267516	29479008
4337	contraindication	Breastfeeding (mother)	C1623040	413712001
4350	contraindication	Hyperthyroidism	C0020550	34486009
4350	contraindication	Retention of urine	C0080274	267064002
4477	contraindication	Hyperkalemia	C0020461	14140009
4434	contraindication	Hyperparathyroidism	C0020502	66999008
4456	indication	Congenital hypoplastic anemia	C1260899	88854002
4357	indication	Candidiasis of the esophagus	C0239295	20639004
4454	indication	Undescended testicle	C0010417	204878001
4454	contraindication	Thromboembolic disorder	C0040038	371039008
4380	contraindication	Mania	C0338831	231494001
4487	contraindication	Inflammatory bowel disease	C0021390	24526004
4451	contraindication	Krukenberg spindle	C0271278	85430004
4451	contraindication	Ocular hypertension	C0028840	4210003
4302	contraindication	Chronic heart failure	C0264716	48447003
4310	contraindication	Disease of liver	C0023895	235856003
4310	contraindication	Complete atrioventricular block	C0151517	27885002
4296	contraindication	Benign intracranial hypertension	C0033845	68267002
4307	indication	Constipation	C0009806	14760008
4281	contraindication	Gastrointestinal hemorrhage	C0017181	74474003
4309	indication	Toxic effect of cyanide	C0238080	66207005
4283	contraindication	Lesion of brain	C0221505	301766008
4647	indication	Corneal abrasion	C0010032	85848002
4510	contraindication	Blood coagulation disorder	C0005779	64779008
4519	contraindication	Anuria	C0003460	2472002
4523	contraindication	Disease of liver	C0023895	235856003
4510	contraindication	Benign prostatic hyperplasia	C1739363	266569009
1909	contraindication	Portal hypertension	C0020541	34742003
1890	contraindication	Substance abuse	C0740858	66214007
1981	contraindication	Pseudomembranous enterocolitis	C0014358	397683000
1967	indication	Chlamydial pneumonia	C0339959	233609002
1967	indication	Acute exacerbation of chronic bronchitis	C0856695	425748003
1967	contraindication	Drug-induced hepatitis	C1262760	235876009
1968	contraindication	Disorder of coronary artery	C1956346	414024009
1980	off-label use	Islet cell hyperplasia	C0027773	42681006
1968	contraindication	Thrombosis of retinal vein	C1527411	46085004
1962	contraindication	Epilepsy	C0014544	84757009
1922	contraindication	Cardiogenic shock	C0036980	89138009
1942	contraindication	Hepatic failure	C0085605	59927004
1959	contraindication	Angina pectoris	C0002962	194828000
1959	contraindication	Myocardial infarction	C0027051	22298006
1959	contraindication	Carcinoma of female breast	C3163805	447782002
1959	contraindication	Intermenstrual bleeding - irregular	C0025874	64996003
1960	indication	Asthma management	C1318955	406162001
1933	contraindication	Decreased respiratory function	C0235063	80954004
564	indication	Gonorrhea	C0018081	15628003
568	contraindication	Dehydration	C0011175	34095006
575	indication	Infection of skin AND/OR subcutaneous tissue	C0178299	19824006
565	off-label use	Pyrexia of unknown origin	C0015970	7520000
565	indication	Bacterial meningitis	C0085437	95883001
594	contraindication	Depressive disorder	C0011581	35489007
594	contraindication	Thrombophilia	C0398623	234467004
593	contraindication	Procedure on urinary system	C0545433	118677009
588	off-label use	Minimal change disease	C1704320	44785005
609	contraindication	Metabolic acidosis, normal anion gap, acidifying salts	C0085569	18104000
616	contraindication	Glaucoma	C0017601	23986001
616	contraindication	Gastroesophageal reflux disease	C0017168	235595009
623	contraindication	Stupor	C0085628	89458003
625	contraindication	Raynaud's phenomenon	C0034735	266261006
621	contraindication	Neuroleptic malignant syndrome	C0027849	15244003
2745	contraindication	Hypertensive disorder	C0020538	38341003
2755	off-label use	Nocardiosis	C0028242	29227009
2763	contraindication	Chronic heart failure	C0264716	48447003
2763	contraindication	Ventricular tachycardia	C0042514	25569003
2727	indication	Dermatitis herpetiformis	C0011608	111196000
2745	contraindication	Myasthenia gravis	C0026896	91637004
2738	contraindication	Thromboembolic disorder	C0040038	371039008
2739	contraindication	Thrombocytopenic disorder	C0040034	302215000
2742	indication	Vomiting	C0042963	422400008
2754	contraindication	Fever greater than 100.4 Fahrenheit	C1959900	426000000
2727	off-label use	Polymyalgia rheumatica	C0032533	65323003
2729	contraindication	Suicidal thoughts	C0424000	6471006
2726	contraindication	Arginase deficiency	C0268548	23501004
2726	indication	Epicondylitis	C0014488	73583000
2770	contraindication	Visual impairment	C3665347	397540003
2770	contraindication	Bipolar disorder	C0005586	13746004
2832	off-label use	Methylmalonic acidemia	C0268583	42393006
2832	indication	Pernicious anemia	C0002892	84027009
2813	contraindication	Bleeding	C0019080	131148009
2808	contraindication	Mood swings	C0085633	18963009
2836	contraindication	Rhabdomyolysis	C0035410	240131006
2825	contraindication	Viral disease	C0042769	34014006
2825	indication	Non-Hodgkin's lymphoma	C0024305	118601006
2838	indication	Osteoporosis	C0029456	64859006
2777	indication	Chlamydial pneumonia	C0339959	233609002
2807	indication	Pseudomembranous enterocolitis	C0014358	397683000
2805	contraindication	Pregnancy, function	C0032961	289908002
4508	contraindication	Hypertensive disorder	C0020538	38341003
4524	contraindication	Congenital myotonia, autosomal dominant form	C2936781	57938005
4609	contraindication	Estrogen receptor positive tumor	C1562312	416053008
4514	indication	Postmenopausal osteoporosis	C0029458	102447009
4585	contraindication	Gastrointestinal obstruction	C0236124	126765001
4517	contraindication	Diarrhea	C0011991	62315008
25	contraindication	Breastfeeding (mother)	C1623040	413712001
34	contraindication	Disease of liver	C0023895	235856003
56	contraindication	Disorder of electrolytes	C1704431	237840007
82	contraindication	Coronary arteriosclerosis	C0010054	53741008
85	indication	Herpes labialis	C0019345	1475003
85	indication	Herpes zoster	C0019360	4740000
150	contraindication	Glaucoma	C0017601	23986001
141	contraindication	Leukopenia	C0023530	84828003
2041	indication	Trachoma	C0040592	2576002
1999	contraindication	Myasthenia gravis	C0026896	91637004
1982	contraindication	Anorexia nervosa	C0003125	56882008
1985	contraindication	Hypomagnesemia	C0151723	190855004
1990	contraindication	Oliguria	C0028961	83128009
1996	contraindication	Primary hyperoxaluria	C0020501	17901006
1996	contraindication	Hepatic necrosis	C0151798	87248009
2026	contraindication	Poisoning by phenobarbital	C0274643	64921004
2132	contraindication	Substance abuse	C0740858	66214007
