dise_name	orphanet_id	ref_id	ref_name	dise_type
Infective dermatitis associated with HTLV-1	289347	L30.3	ICD-10	not_genetic
Primary non-gestational choriocarcinoma of ovary	289356	C56	ICD-10	not_genetic
Early-onset myopathy with fatal cardiomyopathy	289377	G71.8	ICD-10	rare_genetic
Early-onset myopathy with fatal cardiomyopathy	289377	611705	OMIM	rare_genetic
Myosclerosis	289380	10064584	MedDRA	rare_genetic
Myosclerosis	289380	C1611706	UMLS	rare_genetic
Myosclerosis	289380	255600	OMIM	rare_genetic
Myosclerosis	289380	G71.8	ICD-10	rare_genetic
Hypermethioninemia encephalopathy due to adenosine kinase deficiency	289290	E72.1	ICD-10	rare_genetic
Hypermethioninemia encephalopathy due to adenosine kinase deficiency	289290	614300	OMIM	rare_genetic
Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation	289266	613971	OMIM	rare_genetic
Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation	289266	E72.1	ICD-10	rare_genetic
Tropical spastic paraparesis	289326	C0030481	UMLS	not_genetic
Tropical spastic paraparesis	289326	G04.1	ICD-10	not_genetic
Tropical spastic paraparesis	289326	10044696	MedDRA	not_genetic
Tropical spastic paraparesis	289326	159580	OMIM	not_genetic
Developmental delay due to methylmalonate semialdehyde dehydrogenase deficiency	289307	E71.1	ICD-10	rare_genetic
Developmental delay due to methylmalonate semialdehyde dehydrogenase deficiency	289307	614105	OMIM	rare_genetic
Combined malonic and methylmalonic acidemia	289504	E71.1	ICD-10	rare_genetic
Combined malonic and methylmalonic acidemia	289504	614265	OMIM	rare_genetic
Congenital cataract microcornea with corneal opacity	289499	269400	OMIM	rare_genetic
Fatal infantile hypertrophic cardiomyopathy due to mitochondrial complex I deficiency	289527	I42.2	ICD-10	rare_genetic
Microtriplication 11q24.1	289522	Q99.8	ICD-10	rare_genetic
12q15q21.1 microdeletion syndrome	289513	Q93.5	ICD-10	rare_genetic
Isolated congenital adermatoglyphia	289465	136000	OMIM	rare_genetic
Isolated congenital adermatoglyphia	289465	Q82.8	ICD-10	rare_genetic
Intellectual disability-alacrima-achalasia syndrome	289483	300858	OMIM	rare_genetic
Autosomal recessive hypophosphatemic rickets	289176	241520	OMIM	rare_genetic
Autosomal recessive hypophosphatemic rickets	289176	613312	OMIM	rare_genetic
Autosomal recessive hypophosphatemic rickets	289176	E83.3	ICD-10	rare_genetic
Hypocalcemic vitamin D-dependent rickets	289157	264700	OMIM	rare_genetic
Hypocalcemic vitamin D-dependent rickets	289157	600081	OMIM	rare_genetic
Hypocalcemic vitamin D-dependent rickets	289157	E55.0	ICD-10	rare_genetic
Idiopathic panuveitis	280921	H44.1	ICD-10	not_genetic
Idiopathic posterior uveitis	280917	H20.0	ICD-10	not_genetic
Idiopathic anterior uveitis	280914	C0339315	UMLS	not_genetic
Idiopathic anterior uveitis	280914	H20.0	ICD-10	not_genetic
Idiopathic anterior uveitis	280914	H20.1	ICD-10	not_genetic
Idiopathic anterior uveitis	280914	H20.2	ICD-10	not_genetic
Idiopathic anterior uveitis	280914	H20.8	ICD-10	not_genetic
Idiopathic anterior uveitis	280914	H20.9	ICD-10	not_genetic
Panuveitis	280898	H44.1	ICD-10	not_genetic
Panuveitis	280898	C0030343	UMLS	not_genetic
Panuveitis	280898	10033687	MedDRA	not_genetic
Posterior uveitis	280892	C0042167	UMLS	not_genetic
Posterior uveitis	280892	10036370	MedDRA	not_genetic
Posterior uveitis	280892	H30.9	ICD-10	not_genetic
Posterior uveitis	280892	H30.0	ICD-10	not_genetic
Posterior uveitis	280892	H30.1	ICD-10	not_genetic
Posterior uveitis	280892	H30.2	ICD-10	not_genetic
Posterior uveitis	280892	H30.8	ICD-10	not_genetic
Anterior uveitis	280886	H20.0	ICD-10	not_genetic
Anterior uveitis	280886	H20.1	ICD-10	not_genetic
Anterior uveitis	280886	H20.2	ICD-10	not_genetic
Anterior uveitis	280886	H20.8	ICD-10	not_genetic
Anterior uveitis	280886	H20.9	ICD-10	not_genetic
Anterior uveitis	280886	C0042165	UMLS	not_genetic
Anterior uveitis	280886	10002709	MedDRA	not_genetic
Syndromic X-linked ichthyosis	281090	308100	OMIM	rare_genetic
Syndromic X-linked ichthyosis	281090	Q80.1	ICD-10	rare_genetic
X-linked ichthyosis syndrome	281210	C0079588	UMLS	rare_genetic
X-linked ichthyosis syndrome	281210	10048063	MedDRA	rare_genetic
Congenital reticular ichthyosiform erythroderma	281190	609165	OMIM	rare_genetic
Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome	281201	601952	OMIM	rare_genetic
Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome	281201	Q82.8	ICD-10	rare_genetic
Annular epidermolytic ichthyosis	281139	Q80.3	ICD-10	rare_genetic
Annular epidermolytic ichthyosis	281139	607602	OMIM	rare_genetic
Self-healing collodion baby	281122	Q80.2	ICD-10	rare_genetic
Self-healing collodion baby	281122	242100	OMIM	rare_genetic
Self-healing collodion baby	281122	242300	OMIM	rare_genetic
Self-healing collodion baby	281122	606545	OMIM	rare_genetic
Acral self-healing collodion baby	281127	Q80.2	ICD-10	rare_genetic
Familial progressive hyper- and hypopigmentation	280628	L81.8	ICD-10	rare_genetic
Familial progressive hyper- and hypopigmentation	280628	145250	OMIM	rare_genetic
Multiple congenital anomalies-hypotonia-seizures syndrome	280633	Q87.8	ICD-10	rare_genetic
Multiple congenital anomalies-hypotonia-seizures syndrome	280633	614080	OMIM	rare_genetic
Hemoglobinopathy Toms River	280615	D58.2	ICD-10	rare_genetic
Hemoglobinopathy Toms River	280615	613977	OMIM	rare_genetic
Hereditary sensorimotor neuropathy with hyperelastic skin	280598	G60.0	ICD-10	rare_genetic
Hereditary sensorimotor neuropathy with hyperelastic skin	280598	608895	OMIM	rare_genetic
Progressive myoclonic epilepsy type 6	280620	G40.3	ICD-10	rare_genetic
Progressive myoclonic epilepsy type 6	280620	614018	OMIM	rare_genetic
Hermansky-Pudlak syndrome type 9	280663	E70.3	ICD-10	rare_genetic
Hermansky-Pudlak syndrome type 9	280663	614171	OMIM	rare_genetic
Congenital muscular dystrophy due to phosphatidylcholine biosynthesis defect	280671	G71.2	ICD-10	rare_genetic
Congenital muscular dystrophy due to phosphatidylcholine biosynthesis defect	280671	602541	OMIM	rare_genetic
Occipital pachygyria and polymicrogyria	280640	Q04.3	ICD-10	rare_genetic
Occipital pachygyria and polymicrogyria	280640	614115	OMIM	rare_genetic
Autosomal recessive nail dysplasia	280654	Q84.6	ICD-10	rare_genetic
Autosomal recessive nail dysplasia	280654	614157	OMIM	rare_genetic
Acrodysostosis with multiple hormone resistance	280651	Q75.4	ICD-10	rare_genetic
Acrodysostosis with multiple hormone resistance	280651	101800	OMIM	rare_genetic
Acrodysostosis with multiple hormone resistance	280651	614613	OMIM	rare_genetic
Bullous diffuse cutaneous mastocytosis	280785	Q82.2	ICD-10	not_genetic
Pseudoxanthomatous diffuse cutaneous mastocytosis	280794	Q82.2	ICD-10	not_genetic
Intralobar congenital pulmonary sequestration	280802	Q33.2	ICD-10	not_genetic
Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome	280679	300845	OMIM	rare_genetic
Severe intellectual disability and progressive spastic paraplegia	280763	614067	OMIM	rare_genetic
Severe intellectual disability and progressive spastic paraplegia	280763	612936	OMIM	rare_genetic
Severe intellectual disability and progressive spastic paraplegia	280763	613744	OMIM	rare_genetic
Severe intellectual disability and progressive spastic paraplegia	280763	614066	OMIM	rare_genetic
Generalized essential telangiectasia	280774	C0473555	UMLS	not_genetic
Congenital pulmonary airway malformation type 2	280840	Q33.0	ICD-10	not_genetic
Congenital pulmonary airway malformation type 3	280847	Q33.0	ICD-10	not_genetic
Congenital pulmonary airway malformation type 4	280854	Q33.0	ICD-10	not_genetic
Extralobar congenital pulmonary sequestration	280811	Q33.2	ICD-10	not_genetic
Communicating congenital bronchopulmonary-foregut malformation	280821	Q33.2	ICD-10	not_genetic
Congenital pulmonary airway malformation type 0	280827	Q33.0	ICD-10	not_genetic
Congenital pulmonary airway malformation type 1	280832	Q33.0	ICD-10	not_genetic
Craniosynostosis and dental anomalies	284149	Q87.0	ICD-10	rare_genetic
Craniosynostosis and dental anomalies	284149	614188	OMIM	rare_genetic
Larsen-like syndrome, B3GAT3 type	284139	Q74.8	ICD-10	rare_genetic
Larsen-like syndrome, B3GAT3 type	284139	245600	OMIM	rare_genetic
Xp22.13p22.2 duplication syndrome	284180	Q99.8	ICD-10	rare_genetic
Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to 10p11.21p12.31 microdeletion	284169	Q83.5	ICD-10	rare_genetic
Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to 10p11.21p12.31 microdeletion	284169	616708	OMIM	rare_genetic
8q21.11 microdeletion syndrome	284160	Q93.5	ICD-10	rare_genetic
8q21.11 microdeletion syndrome	284160	614230	OMIM	rare_genetic
Familial retinal arterial macroaneurysm	284247	614224	OMIM	rare_genetic
Autosomal dominant Charcot-Marie-Tooth disease type 2O	284232	G60.0	ICD-10	rare_genetic
Autosomal dominant Charcot-Marie-Tooth disease type 2O	284232	614228	OMIM	rare_genetic
Autosomal recessive cerebellar ataxia-psychomotor retardation syndrome	284271	614229	OMIM	rare_genetic
Autosomal recessive cerebellar ataxia-psychomotor retardation syndrome	284271	G11.1	ICD-10	rare_genetic
IgG4-related disease	284264	C3203653	UMLS	not_genetic
IgG4-related disease	284264	10071569	MedDRA	not_genetic
Childhood-onset autosomal recessive slowly progressive spinocerebellar ataxia	284324	G11.1	ICD-10	rare_genetic
Childhood-onset autosomal recessive slowly progressive spinocerebellar ataxia	284324	609270	OMIM	rare_genetic
Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to WWOX deficiency	284282	614322	OMIM	rare_genetic
Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to WWOX deficiency	284282	G11.1	ICD-10	rare_genetic
Adult-onset autosomal recessive cerebellar ataxia	284289	G11.2	ICD-10	rare_genetic
Adult-onset autosomal recessive cerebellar ataxia	284289	613728	OMIM	rare_genetic
Pleuropulmonary blastoma familial tumor susceptibility syndrome	284343	601200	OMIM	not_genetic
Infantile-onset autosomal recessive nonprogressive cerebellar ataxia	284332	G11.0	ICD-10	rare_genetic
Infantile-onset autosomal recessive nonprogressive cerebellar ataxia	284332	608029	OMIM	rare_genetic
Pontocerebellar hypoplasia type 7	284339	Q04.3	ICD-10	rare_genetic
Pontocerebellar hypoplasia type 7	284339	614969	OMIM	rare_genetic
Familial intrahepatic cholestasis	284385	K83.1	ICD-10	rare_genetic
Reversible cerebral vasoconstriction syndrome	284388	I67.8	ICD-10	not_genetic
Glycerol kinase deficiency, infantile form	284408	E74.8	ICD-10	rare_genetic
Glycerol kinase deficiency, juvenile form	284411	E74.8	ICD-10	rare_genetic
Well-differentiated fetal adenocarcinoma of the lung	284395	C34.1	ICD-10	not_genetic
Well-differentiated fetal adenocarcinoma of the lung	284395	C34.2	ICD-10	not_genetic
Well-differentiated fetal adenocarcinoma of the lung	284395	C34.3	ICD-10	not_genetic
Well-differentiated fetal adenocarcinoma of the lung	284395	C34.8	ICD-10	not_genetic
Small cell carcinoma of the bladder	284400	C67.1	ICD-10	not_genetic
Small cell carcinoma of the bladder	284400	C67.2	ICD-10	not_genetic
Small cell carcinoma of the bladder	284400	C67.3	ICD-10	not_genetic
Small cell carcinoma of the bladder	284400	C67.4	ICD-10	not_genetic
Small cell carcinoma of the bladder	284400	C67.5	ICD-10	not_genetic
Small cell carcinoma of the bladder	284400	C67.6	ICD-10	not_genetic
Small cell carcinoma of the bladder	284400	C67.7	ICD-10	not_genetic
Small cell carcinoma of the bladder	284400	C67.8	ICD-10	not_genetic
Small cell carcinoma of the bladder	284400	C67.9	ICD-10	not_genetic
Small cell carcinoma of the bladder	284400	C67.0	ICD-10	not_genetic
Partial deletion of chromosome 12	282124	Q93.5	ICD-10	rare_genetic
Autoimmune polyendocrinopathy	282196	E31.0	ICD-10	not_genetic
Autoimmune polyendocrinopathy	282196	C0085409	UMLS	not_genetic
Inherited Creutzfeldt-Jakob disease	282166	A81.0	ICD-10	rare_genetic
Inherited Creutzfeldt-Jakob disease	282166	123400	OMIM	rare_genetic
Response to antiviral treatment in hepatitis C	284102	609532	OMIM	not_genetic
Disorder of magnesium transport	309848	E83.4	ICD-10	rare_genetic
Disorder of zinc metabolism	309845	C0268085	UMLS	rare_genetic
Disorder of zinc metabolism	309845	10048260	MedDRA	rare_genetic
Disorder of zinc metabolism	309845	E83.2	ICD-10	rare_genetic
Disorder of iron metabolism and transport	309842	E83.1	ICD-10	rare_genetic
Disorder of copper metabolism	309839	C0012714	UMLS	rare_genetic
Disorder of copper metabolism	309839	10061091	MedDRA	rare_genetic
Disorder of copper metabolism	309839	E83.0	ICD-10	rare_genetic
Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome	309854	613280	OMIM	rare_genetic
Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome	309854	C2750442	UMLS	rare_genetic
Disorder of manganese transport	309851	E83.8	ICD-10	rare_genetic
Disorder of porphyrin and haem metabolism	309813	E80.0	ICD-10	rare_genetic
Disorder of porphyrin and haem metabolism	309813	E80.1	ICD-10	rare_genetic
Disorder of porphyrin and haem metabolism	309813	E80.5	ICD-10	rare_genetic
Disorder of porphyrin and haem metabolism	309813	E80.6	ICD-10	rare_genetic
Disorder of porphyrin and haem metabolism	309813	E80.7	ICD-10	rare_genetic
Disorder of porphyrin and haem metabolism	309813	E80.2	ICD-10	rare_genetic
Disorder of porphyrin and haem metabolism	309813	E80.3	ICD-10	rare_genetic
Disorder of porphyrin and haem metabolism	309813	E80.4	ICD-10	rare_genetic
Disorder of mineral absorption and transport	309836	E83.2	ICD-10	rare_genetic
Disorder of mineral absorption and transport	309836	E83.3	ICD-10	rare_genetic
Disorder of mineral absorption and transport	309836	E83.4	ICD-10	rare_genetic
Disorder of mineral absorption and transport	309836	E83.5	ICD-10	rare_genetic
Disorder of mineral absorption and transport	309836	E83.8	ICD-10	rare_genetic
Disorder of mineral absorption and transport	309836	E83.9	ICD-10	rare_genetic
Disorder of mineral absorption and transport	309836	E83.0	ICD-10	rare_genetic
Disorder of mineral absorption and transport	309836	E83.1	ICD-10	rare_genetic
Disorder of catecholamine synthesis	309830	C0342685	UMLS	rare_genetic
Defect in conserved oligomeric Golgi complex	309568	E77.8	ICD-10	rare_genetic
Defect in V-ATPase	309778	E77.8	ICD-10	rare_genetic
Disorder of glycosphingolipid and glycosylphosphatidylinositol anchor glycosylation	309515	E77.8	ICD-10	rare_genetic
Disorder of multiple glycosylation	309526	E77.8	ICD-10	rare_genetic
Rhizomelic chondrodysplasia punctata type 3	309803	Q77.3	ICD-10	rare_genetic
Rhizomelic chondrodysplasia punctata type 3	309803	600121	OMIM	rare_genetic
Rhizomelic chondrodysplasia punctata type 3	309803	C1838612	UMLS	rare_genetic
Rhizomelic chondrodysplasia punctata type 1	309789	C1859133	UMLS	rare_genetic
Rhizomelic chondrodysplasia punctata type 1	309789	Q77.3	ICD-10	rare_genetic
Rhizomelic chondrodysplasia punctata type 1	309789	215100	OMIM	rare_genetic
Rhizomelic chondrodysplasia punctata type 2	309796	C1857242	UMLS	rare_genetic
Rhizomelic chondrodysplasia punctata type 2	309796	Q77.3	ICD-10	rare_genetic
Rhizomelic chondrodysplasia punctata type 2	309796	222765	OMIM	rare_genetic
Disorder of protein O-glycosylation	309447	E77.8	ICD-10	rare_genetic
Disorder of O-xylosylglycan synthesis	309450	E77.8	ICD-10	rare_genetic
Disorder of protein N-glycosylation	309347	E77.8	ICD-10	rare_genetic
Disorder of O-mannosylglycan synthesis	309469	E77.8	ICD-10	rare_genetic
Disorder of fucoglycosan synthesis	309505	E77.8	ICD-10	rare_genetic
Disorder of O-N-acetylgalactosaminylglycan synthesis	309458	E77.8	ICD-10	rare_genetic
Disorder of O-xylosyl/N-acetylgalactosaminylglycan synthesis	309463	E77.8	ICD-10	rare_genetic
High bone mass osteogenesis imperfecta	314029	Q78.0	ICD-10	rare_genetic
Idiopathic linear interstitial keratitis	314017	H16.3	ICD-10	not_genetic
2q23.1 microduplication syndrome	313947	Q92.3	ICD-10	rare_genetic
Epstein-Barr virus-associated gastric carcinoma	313920	C16.2	ICD-10	not_genetic
Epstein-Barr virus-associated gastric carcinoma	313920	C16.0	ICD-10	not_genetic
Congenital pancreatic cyst	313906	C0341480	UMLS	not_genetic
Congenital pancreatic cyst	313906	Q45.2	ICD-10	not_genetic
Developmental and speech delay due to SOX5 deficiency	313892	616803	OMIM	rare_genetic
12p12.1 microdeletion syndrome	313884	Q93.5	ICD-10	rare_genetic
12p12.1 microdeletion syndrome	313884	616803	OMIM	rare_genetic
FGFR2-related bent bone dysplasia	313855	614592	OMIM	rare_genetic
Infantile cerebellar-retinal degeneration	313850	E88.8	ICD-10	rare_genetic
Infantile cerebellar-retinal degeneration	313850	614559	OMIM	rare_genetic
Familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome	313846	614564	OMIM	rare_genetic
Coats plus syndrome	313838	H35.0	ICD-10	rare_genetic
Coats plus syndrome	313838	612199	OMIM	rare_genetic
Optic nerve edema-splenomegaly syndrome	313800	614979	OMIM	rare_genetic
Hereditary diffuse leukoencephalopathy with axonal spheroids and pigmented glia	313808	221820	OMIM	rare_genetic
Hereditary diffuse leukoencephalopathy with axonal spheroids and pigmented glia	313808	E75.2	ICD-10	rare_genetic
20p13 microdeletion syndrome	313781	Q93.5	ICD-10	rare_genetic
Jawad syndrome	313795	251255	OMIM	rare_genetic
Early-onset spastic ataxia-neuropathy syndrome	313772	G11.4	ICD-10	rare_genetic
Early-onset spastic ataxia-neuropathy syndrome	313772	614487	OMIM	rare_genetic
Autosomal recessive spastic ataxia with leukoencephalopathy	314603	611390	OMIM	rare_genetic
Autosomal recessive spastic ataxia with leukoencephalopathy	314603	G11.4	ICD-10	rare_genetic
Chudley-McCullough syndrome	314597	C1858695	UMLS	rare_genetic
Chudley-McCullough syndrome	314597	604213	OMIM	rare_genetic
Distal tetrasomy 15q	314588	Q99.8	ICD-10	rare_genetic
Distal tetrasomy 15q	314588	614846	OMIM	rare_genetic
15q overgrowth syndrome	314585	Q87.3	ICD-10	rare_genetic
15q overgrowth syndrome	314585	614846	OMIM	rare_genetic
Young adult-onset distal hereditary motor neuropathy	314485	614881	OMIM	rare_genetic
Young adult-onset distal hereditary motor neuropathy	314485	G12.2	ICD-10	rare_genetic
Craniofacial dysplasia-osteopenia syndrome	314555	611174	OMIM	rare_genetic
Atypical Meigs syndrome	314466	D27	ICD-10	not_genetic
Pseudo-Meigs syndrome	314459	D27	ICD-10	not_genetic
Ovarian fibrothecoma	314478	D27	ICD-10	not_genetic
Ovarian fibroma	314473	C0149951	UMLS	not_genetic
Ovarian fibroma	314473	10064257	MedDRA	not_genetic
Ovarian fibroma	314473	D27	ICD-10	not_genetic
Ameloblastic carcinoma	314422	C1314678	UMLS	not_genetic
Ameloblastic carcinoma	314422	C41.1	ICD-10	not_genetic
Spigelian hernia-cryptorchidism syndrome	314432	K43.6	ICD-10	not_genetic
Meigs syndrome	314451	10027139	MedDRA	not_genetic
Meigs syndrome	314451	D27	ICD-10	not_genetic
Meigs syndrome	314451	C0025184	UMLS	not_genetic
Short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome	314394	Q87.1	ICD-10	rare_genetic
Short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome	314394	614813	OMIM	rare_genetic
Autosomal dominant aplasia and myelodysplasia	314399	D61.0	ICD-10	rare_genetic
Autosomal dominant aplasia and myelodysplasia	314399	614675	OMIM	rare_genetic
Autosomal dominant cerebellar ataxia, deafness and narcolepsy	314404	604121	OMIM	rare_genetic
Ameloblastoma	314419	C0002448	UMLS	not_genetic
Ameloblastoma	314419	10066796	MedDRA	not_genetic
Ameloblastoma	314419	C41.1	ICD-10	not_genetic
Chronic diarrhea due to guanylate cyclase 2C overactivity	314373	614616	OMIM	rare_genetic
Chronic diarrhea due to guanylate cyclase 2C overactivity	314373	P78.3	ICD-10	rare_genetic
Intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency	314376	614665	OMIM	rare_genetic
Intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency	314376	P76.0	ICD-10	rare_genetic
Hereditary sensory and autonomic neuropathy type 6	314381	G60.8	ICD-10	rare_genetic
Hereditary sensory and autonomic neuropathy type 6	314381	614653	OMIM	rare_genetic
Xq12-q13.3 duplication syndrome	314389	Q99.8	ICD-10	rare_genetic
7p22.1 microduplication syndrome	314034	Q92.3	ICD-10	rare_genetic
Leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome	314051	614924	OMIM	rare_genetic
Hyperekplexia	306773	G25.8	ICD-10	not_genetic
Sporadic hyperekplexia	306776	G25.8	ICD-10	not_genetic
Diffuse palmoplantar keratoderma	307141	C0022584	UMLS	rare_genetic
Diffuse palmoplantar keratoderma	307141	Q82.8	ICD-10	rare_genetic
Manganese poisoning	306682	C0677050	UMLS	not_genetic
Manganese poisoning	306682	10058951	MedDRA	not_genetic
Manganese poisoning	306682	T57.2	ICD-10	not_genetic
Kufor-Rakeb syndrome	306674	606693	OMIM	rare_genetic
Kufor-Rakeb syndrome	306674	C1847640	UMLS	rare_genetic
Kufor-Rakeb syndrome	306674	G23.0	ICD-10	rare_genetic
Hemiparkinsonism-hemiatrophy syndrome	306669	G20	ICD-10	rare_genetic
Cyanide-induced parkinsonism	306692	G21.2	ICD-10	not_genetic
Carbon monoxide-induced parkinsonism	306686	C0393565	UMLS	not_genetic
Carbon monoxide-induced parkinsonism	306686	G21.2	ICD-10	not_genetic
Primary dystonia, DYT21 type	306734	G24.1	ICD-10	rare_genetic
Primary dystonia, DYT21 type	306734	614588	OMIM	rare_genetic
Sydenham chorea	306731	I02.0	ICD-10	not_genetic
Sydenham chorea	306731	I02.9	ICD-10	not_genetic
Sydenham chorea	306731	10042732	MedDRA	not_genetic
Erythrokeratoderma variabilis progressiva	308166	Q82.8	ICD-10	rare_genetic
Methylcobalamin deficiency type cblDv1	308380	E72.1	ICD-10	rare_genetic
Methylcobalamin deficiency type cblDv1	308380	277410	OMIM	rare_genetic
Sulfite oxidase deficiency due to molybdenum cofactor deficiency type A	308386	E72.1	ICD-10	rare_genetic
Sulfite oxidase deficiency due to molybdenum cofactor deficiency type A	308386	252150	OMIM	rare_genetic
Sulfite oxidase deficiency due to molybdenum cofactor deficiency type B	308393	E72.1	ICD-10	rare_genetic
Sulfite oxidase deficiency due to molybdenum cofactor deficiency type B	308393	252160	OMIM	rare_genetic
Sulfite oxidase deficiency due to molybdenum cofactor deficiency type C	308400	615501	OMIM	rare_genetic
Sulfite oxidase deficiency due to molybdenum cofactor deficiency type C	308400	E72.1	ICD-10	rare_genetic
Disorder of beta and omega amino acid metabolism	308407	C0342707	UMLS	rare_genetic
Autism-epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency	308410	E71.1	ICD-10	rare_genetic
Autism-epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency	308410	614923	OMIM	rare_genetic
Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency	308425	E71.1	ICD-10	rare_genetic
Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency	308425	251120	OMIM	rare_genetic
Disease with diffuse palmoplantar keratoderma as a major feature	307711	Q82.8	ICD-10	rare_genetic
Isolated diffuse palmoplantar keratoderma	307148	Q82.8	ICD-10	rare_genetic
Curly hair-acral keratoderma-caries syndrome	307766	C1843291	UMLS	rare_genetic
Curly hair-acral keratoderma-caries syndrome	307766	Q82.8	ICD-10	rare_genetic
Curly hair-acral keratoderma-caries syndrome	307766	607656	OMIM	rare_genetic
Autosomal recessive disease with diffuse palmoplantar keratoderma as a major feature	307804	Q82.8	ICD-10	rare_genetic
Autosomal dominant diffuse mutilating palmoplantar keratoderma	307773	Q82.8	ICD-10	rare_genetic
Isolated focal palmoplantar keratoderma	307846	Q82.8	ICD-10	rare_genetic
Focal palmoplantar keratoderma	307837	Q82.8	ICD-10	rare_genetic
Hypotrichosis-osteolysis-periodontitis-palmoplantar keratoderma syndrome	307936	Q82.8	ICD-10	rare_genetic
Hypotrichosis-osteolysis-periodontitis-palmoplantar keratoderma syndrome	307936	607658	OMIM	rare_genetic
Disease with focal palmoplantar keratoderma as a major feature	307871	Q82.8	ICD-10	rare_genetic
Marginal papular palmoplantar keratoderma	307995	Q82.8	ICD-10	rare_genetic
Punctate palmoplantar keratoderma	307967	Q82.8	ICD-10	rare_genetic
Punctate palmoplantar keratoderma	307967	C1274216	UMLS	rare_genetic
Focal acral hyperkeratosis	308013	C1302839	UMLS	rare_genetic
Focal acral hyperkeratosis	308013	Q82.8	ICD-10	rare_genetic
Disorder of lipid metabolism	309005	C0154251	UMLS	rare_genetic
Disorder of lipid metabolism	309005	10061227	MedDRA	rare_genetic
Glycerol kinase deficiency	308993	C0268418	UMLS	rare_genetic
Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form	308698	232500	OMIM	rare_genetic
Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form	308698	E74.0	ICD-10	rare_genetic
Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form	308712	E74.0	ICD-10	rare_genetic
Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form	308712	232500	OMIM	rare_genetic
Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form	308670	E74.0	ICD-10	rare_genetic
Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form	308670	232500	OMIM	rare_genetic
Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form	308684	10053250	MedDRA	rare_genetic
Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form	308684	E74.0	ICD-10	rare_genetic
Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form	308684	232500	OMIM	rare_genetic
Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form	308684	C0017922	UMLS	rare_genetic
Combined pancreatic lipase-colipase deficiency	309111	K90.3	ICD-10	rare_genetic
Combined pancreatic lipase-colipase deficiency	309111	614338	OMIM	rare_genetic
Disorder of fatty acid oxidation and ketogenesis	309115	E71.3	ICD-10	rare_genetic
Pancreatic triacylglycerol lipase deficiency	309031	K90.3	ICD-10	rare_genetic
Pancreatic triacylglycerol lipase deficiency	309031	614338	OMIM	rare_genetic
Pancreatic triacylglycerol lipase deficiency	309031	C0268240	UMLS	rare_genetic
Pancreatic colipase deficiency	309108	C0268241	UMLS	rare_genetic
Pancreatic colipase deficiency	309108	K90.3	ICD-10	rare_genetic
Pancreatic colipase deficiency	309108	614338	OMIM	rare_genetic
Mevalonate kinase deficiency	309025	C0342731	UMLS	rare_genetic
Mevalonate kinase deficiency	309025	10072221	MedDRA	rare_genetic
Familial lipoprotein lipase deficiency	309015	E78.3	ICD-10	rare_genetic
Familial lipoprotein lipase deficiency	309015	238600	OMIM	rare_genetic
Familial apolipoprotein C-II deficiency	309020	E78.3	ICD-10	rare_genetic
Familial apolipoprotein C-II deficiency	309020	C0268199	UMLS	rare_genetic
Familial apolipoprotein C-II deficiency	309020	207750	OMIM	rare_genetic
Generalized galactose epimerase deficiency	308487	E74.2	ICD-10	rare_genetic
Chordoma	178	D002817	MeSH	rare_genetic
Chordoma	178	C0008487	UMLS	rare_genetic
Chordoma	178	10008747	MedDRA	rare_genetic
Chordoma	178	215400	OMIM	rare_genetic
Chordoma	178	C76.7	ICD-10	rare_genetic
